flight_id,precipitation,wind,dep_delay
U29453-086982,Moderate,Windy,18
EI5715-290928,Moderate,Breezy,3
U20321-396314,Moderate,Calm,4
BA6231-736822,Dry,Calm,4
EI0391-567216,Dry,Windy,5
EI9679-011622,Light,Breezy,0
EI4824-626093,Dry,Breezy,0
FR3783-813431,Light,Windy,5
U23195-014422,Dry,VeryWindy,6
U27488-785179,Light,VeryWindy,0
U29317-695953,Light,Breezy,0
U23850-918868,Light,Calm,1
U25279-156054,Heavy,Windy,23
BA3457-852671,Dry,Calm,2
FR4260-067607,Dry,Breezy,3
EI9342-587299,Moderate,Calm,0
BA7924-179577,Dry,Windy,38
U21702-555219,Light,Calm,8
EI2977-201795,Dry,Breezy,0
FR4917-834665,Light,Calm,0
EI9526-107660,Light,Calm,7
BA1651-836584,Light,Breezy,0
EI9583-073364,Dry,Calm,35
U29234-042205,Moderate,Windy,15
FR8804-126084,Light,Windy,16
EI7889-637548,Light,Breezy,2
BA4106-126160,Dry,Calm,8
EI6191-463609,Dry,Windy,38
FR7368-811831,Dry,Breezy,15
EI3108-007894,Moderate,VeryWindy,7
EI3985-197491,Dry,VeryWindy,25
BA7904-625554,Light,Calm,6
FR7255-167640,Dry,Calm,0
U20496-803830,Dry,Calm,0
EI5124-135694,Dry,Breezy,7
FR076-750829,Dry,VeryWindy,7
FR7383-685325,Moderate,Windy,18
U21657-546705,Moderate,VeryWindy,25
BA5718-016256,Dry,Breezy,6
FR1943-038399,Moderate,Calm,32
U21338-085763,Light,Breezy,24
EI598-720216,Dry,Windy,6
BA9588-822547,Dry,Calm,3
BA5197-771860,Dry,Calm,2
BA3544-214911,Dry,Windy,7
U28993-453505,Dry,Calm,0
U25313-905597,Dry,Calm,0
FR1254-337411,Dry,Calm,6
EI7459-338003,Dry,Calm,7
U22591-859935,Dry,Breezy,0
FR7210-287250,Dry,Breezy,6
BA5409-302274,Light,Calm,9
BA4597-340505,Dry,Calm,3
U28822-895028,Dry,Calm,2
U26707-498723,Dry,Calm,1
BA7421-586334,Heavy,Breezy,32
U28572-581478,Dry,Calm,2
U25945-738603,Dry,Breezy,12
EI5795-044276,Heavy,Windy,33
EI5227-482294,Dry,Calm,4
U23444-190165,Dry,Breezy,0
BA4888-654111,Dry,Calm,0
U29251-166519,Dry,Calm,3
FR3585-811652,Dry,Windy,0
BA4575-939855,Dry,Calm,0
EI4532-991535,Light,Breezy,5
EI7418-502621,Dry,Breezy,3
U29025-616047,Dry,Windy,1
U28285-885874,Light,Breezy,2
EI4563-077022,Dry,Windy,2
FR9729-880482,Dry,Breezy,4
FR6490-993534,Dry,Windy,5
U24495-480123,Light,Breezy,0
U24746-652347,Dry,Breezy,5
U22547-628288,Light,Windy,27
FR7777-637967,Dry,Breezy,4
U25824-575401,Dry,Breezy,6
EI6214-281674,Light,Windy,5
FR951-418644,Dry,Calm,39
U21727-483548,Moderate,Calm,0
EI7281-801677,Dry,Breezy,8
BA1036-310412,Dry,Calm,17
BA7708-227341,Dry,Windy,25
FR7104-515323,Light,Breezy,37
U27574-076822,Dry,VeryWindy,0
FR5212-719336,Moderate,Windy,5
BA3855-082289,Dry,Breezy,6
BA6037-197845,Dry,Calm,3
BA5533-979242,Dry,VeryWindy,7
EI6919-979468,Dry,Calm,8
FR5228-888004,Light,Windy,1
FR5029-290306,Dry,VeryWindy,30
FR9419-560043,Dry,Calm,0
U28726-936019,Dry,Windy,0
BA1464-322938,Moderate,Breezy,1
BA8033-327701,Dry,Windy,9
BA9143-972669,Dry,Calm,11
FR3632-558001,Light,Breezy,5
FR6665-957631,Dry,Breezy,29
FR4146-063288,Dry,VeryWindy,34
U26113-522664,Light,Breezy,0
U21598-143982,Dry,Breezy,26
U28112-261911,Dry,Calm,5
EI3004-288993,Moderate,Breezy,10
EI4062-125050,Dry,Windy,0
EI0260-151927,Moderate,Windy,1
EI840-034190,Light,Calm,40
EI9496-850596,Moderate,Breezy,15
U29388-897774,Moderate,Windy,26
U26604-766282,Light,Breezy,0
BA1132-004142,Dry,VeryWindy,0
EI4291-083351,Dry,Calm,0
FR8317-697806,Dry,Windy,24
EI3195-255983,Dry,Windy,40
FR6477-807601,Moderate,VeryWindy,35
U2352-539465,Heavy,Calm,9
EI5067-608506,Light,Calm,6
BA2502-491265,Heavy,Windy,17
EI3255-239073,Dry,Calm,6
FR3545-342919,Light,Calm,30
FR5354-477039,Light,Breezy,2
EI6354-970364,Light,Breezy,4
BA7159-681742,Dry,Breezy,1
U28740-791763,Dry,VeryWindy,6
FR6154-130706,Dry,Breezy,0
U29729-603850,Moderate,Windy,5
EI2255-284930,Dry,Calm,3
BA330-722804,Dry,Breezy,2
U29587-645853,Light,Windy,3
EI0907-155841,Light,Breezy,8
BA1210-118627,Moderate,VeryWindy,1
BA7980-763652,Light,Calm,3
BA9172-298754,Moderate,Windy,34
FR6861-598345,Light,Calm,1
FR4990-734632,Light,Breezy,0
BA6038-694822,Dry,Breezy,8
FR6987-370712,Dry,Windy,0
BA5282-585350,Dry,Breezy,0
EI1401-664355,Dry,Breezy,5
BA513-817875,Dry,Breezy,7
U26387-989900,Dry,Breezy,3
FR195-128522,Dry,Windy,0
U27920-160788,Light,Calm,9
FR3869-974058,Dry,Calm,1
FR147-647284,Dry,Breezy,1
U26013-478539,Dry,Breezy,3
U26734-925065,Heavy,Windy,1
FR7394-289828,Heavy,Breezy,36
U23236-249162,Dry,Calm,30
BA3539-451632,Dry,Calm,2
FR5592-796862,Light,Calm,3
BA9270-627965,Dry,Breezy,2
BA1020-550966,Dry,Breezy,10
BA4659-231415,Moderate,Breezy,0
BA2136-475186,Dry,Calm,0
FR6878-802266,Dry,Windy,2
U23529-036462,Light,Windy,1
FR7684-409632,Dry,Breezy,0
FR2341-449300,Dry,Calm,0
FR2992-066686,Light,Windy,28
FR0426-112028,Dry,Breezy,31
BA6002-871713,Dry,Windy,0
EI780-709457,Dry,Calm,5
BA6630-065737,Dry,Calm,7
EI9226-301278,Dry,Calm,5
BA8763-291114,Heavy,Windy,0
FR4994-383914,Dry,Calm,0
U21893-077200,Dry,Calm,1
EI6683-917033,Moderate,Windy,33
FR6347-600863,Dry,VeryWindy,15
FR4559-575672,Dry,Calm,6
BA7835-973082,Dry,Breezy,3
FR6776-094596,Moderate,Breezy,0
FR178-693893,Moderate,Calm,4
BA9880-510043,Light,VeryWindy,2
EI6439-350975,Dry,Breezy,4
FR3938-918205,Dry,Breezy,3
U25808-301630,Dry,Calm,4
FR2874-674883,Moderate,Calm,20
BA2851-182654,Moderate,Breezy,7
FR5942-474523,Dry,Calm,5
FR5056-805053,Dry,Windy,6
EI191-996107,Dry,Calm,0
EI1281-672633,Moderate,Windy,2
U22937-859093,Light,Breezy,4
EI2846-909393,Dry,Breezy,11
FR358-827323,Heavy,Breezy,39
BA085-880748,Light,Breezy,0
BA0292-840401,Dry,Breezy,12
BA3546-887585,Dry,VeryWindy,1
U25687-970628,Moderate,Breezy,1
FR2569-745308,Dry,Calm,14
FR8885-268858,Dry,Calm,15
BA5234-501434,Dry,Calm,0
FR3907-411750,Dry,Calm,0
EI7437-359665,Dry,Calm,0
FR1241-622932,Light,VeryWindy,6
U24543-933982,Light,Calm,5
U21081-002514,Dry,Breezy,2
BA0370-037709,Dry,Calm,4
FR7154-520904,Light,Breezy,0
BA6315-285272,Light,Windy,8
U20111-792403,Light,Breezy,2
U25220-292037,Dry,Calm,0
BA6841-000560,Moderate,Breezy,25
EI9648-533682,Dry,Breezy,0
EI7774-871745,Dry,Breezy,0
FR2031-644505,Light,Breezy,5
BA9563-719833,Dry,Breezy,0
EI5044-240623,Light,Calm,7
FR188-949049,Dry,Breezy,2
EI4979-226406,Moderate,Windy,5
U27492-529832,Light,VeryWindy,18
EI4045-250008,Moderate,Calm,0
U26460-042568,Dry,Calm,5
EI821-201046,Dry,Breezy,3
BA4732-357109,Dry,Breezy,4
BA3552-748515,Light,Windy,0
BA8950-635899,Dry,Calm,0
EI8765-282834,Light,Breezy,3
BA1957-995680,Light,Breezy,2
FR1348-547572,Moderate,Breezy,38
EI9467-469428,Dry,Breezy,2
FR2198-789560,Dry,Calm,7
BA3814-692489,Dry,Breezy,1
BA3639-753940,Dry,Calm,1
FR6935-152023,Dry,Breezy,3
BA728-131094,Moderate,Breezy,0
U22861-095456,Light,Calm,0
EI8739-338218,Light,Windy,1
BA6004-888333,Heavy,Calm,6
BA4583-791426,Dry,Windy,0
FR7738-884739,Light,Calm,8
EI3092-115513,Dry,Breezy,0
BA9536-442747,Dry,Calm,1
EI1112-588971,Dry,Breezy,4
U29363-294966,Light,Windy,7
FR8806-882429,Dry,Breezy,8
U21800-821417,Light,VeryWindy,0
EI4986-681431,Light,Breezy,4
U24823-785149,Dry,Windy,15
FR2524-467043,Moderate,Calm,9
EI7946-006787,Light,Breezy,2
BA9764-511368,Dry,Windy,43
BA2716-024481,Light,Calm,9
EI7611-950485,Light,Breezy,3
FR2431-085128,Heavy,Breezy,41
EI6505-600807,Dry,Breezy,2
FR2557-381322,Light,Breezy,2
EI7924-617835,Dry,Breezy,4
BA5165-774594,Moderate,Calm,38
BA8269-352251,Dry,Calm,0
U29538-988408,Dry,Windy,0
FR3788-428841,Light,Breezy,20
EI1475-194627,Light,Calm,5
EI2845-058659,Dry,Breezy,0
FR7567-197267,Dry,VeryWindy,7
BA3606-161235,Dry,Breezy,0
U25915-731047,Dry,Breezy,6
U25765-464381,Dry,Windy,0
EI6934-826534,Dry,Calm,0
U26684-114155,Dry,Calm,3
U2423-208859,Dry,Windy,4
BA5959-799407,Heavy,Breezy,0
FR6428-343955,Dry,Breezy,4
FR2361-934857,Light,Calm,25
U28961-049568,Light,VeryWindy,0
U24907-766884,Moderate,Breezy,1
U22881-702607,Heavy,Calm,6
U29435-738258,Dry,Breezy,10
BA7461-071795,Moderate,Windy,5
BA3535-752299,Dry,Calm,0
EI6643-749418,Dry,Breezy,24
EI7948-087290,Dry,Windy,24
BA6700-280014,Dry,Calm,1
EI9033-511958,Dry,Breezy,8
FR3679-537641,Light,VeryWindy,38
FR1870-316840,Light,Calm,3
BA1720-785154,Dry,Calm,12
FR5196-636787,Dry,Breezy,4
U25683-390343,Light,Calm,4
U27149-949482,Light,VeryWindy,0
BA5901-485382,Dry,Breezy,7
U29010-340295,Dry,Breezy,3
U21606-991565,Light,Windy,13
FR7521-218989,Dry,Calm,0
U24959-850028,Dry,Calm,1
U26206-141572,Dry,Calm,10
FR2814-411386,Dry,Calm,2
BA4764-745680,Dry,Calm,7
BA1359-939772,Dry,Calm,0
FR9441-490569,Light,Breezy,7
BA4054-098242,Dry,Calm,6
U20217-085183,Moderate,Breezy,0
U20535-247035,Dry,Calm,0
BA1724-812070,Moderate,Windy,6
BA2746-520203,Light,Breezy,3
U27514-892238,Dry,Windy,2
EI4785-404176,Light,Windy,0
BA1384-623340,Dry,Windy,1
EI4662-142840,Heavy,Breezy,1
EI7655-066862,Dry,Windy,4
U24498-744840,Dry,Breezy,2
U23193-434562,Dry,Windy,6
BA4213-781252,Dry,Breezy,15
U29437-122634,Dry,Calm,6
FR6772-161400,Dry,Breezy,27
FR607-506474,Dry,VeryWindy,4
BA2451-205429,Light,Calm,0
U25471-184033,Dry,Windy,3
FR8449-757352,Light,Windy,6
FR5686-304219,Dry,Breezy,28
FR5815-817865,Dry,Calm,5
EI1635-619681,Heavy,Calm,13
EI7803-748413,Dry,Calm,2
BA1153-616896,Dry,VeryWindy,0
U29309-408613,Dry,Breezy,6
FR3377-150326,Light,Breezy,0
FR4426-515679,Moderate,VeryWindy,24
U23374-166223,Dry,Windy,33
FR5605-611414,Heavy,Breezy,21
U24051-792972,Dry,Windy,15
U25629-032242,Light,Calm,0
EI7157-041316,Light,Windy,2
FR369-675114,Moderate,Windy,19
U25540-189678,Dry,Breezy,4
EI9439-815754,Dry,Breezy,24
U25714-359431,Dry,VeryWindy,42
BA9232-170776,Light,Breezy,6
BA6381-009136,Dry,Breezy,8
EI3751-933934,Dry,Calm,6
U22550-320193,Dry,Breezy,5
EI2934-915445,Light,Breezy,0
BA5235-286849,Light,Calm,10
U22957-309532,Dry,Breezy,31
FR4341-861990,Dry,Breezy,6
U27642-796319,Dry,Calm,7
EI4603-898905,Dry,Breezy,0
BA8809-632053,Dry,Breezy,5
U2060-388950,Heavy,Calm,5
U27735-336028,Moderate,Calm,0
BA9454-752061,Moderate,Calm,4
U23855-223861,Light,Breezy,5
FR8007-186426,Dry,Calm,27
BA2899-723448,Dry,Calm,12
EI3345-340071,Dry,Breezy,0
FR1043-911931,Dry,Windy,3
FR3672-480402,Dry,Breezy,4
FR8936-820047,Dry,Breezy,23
U27412-113988,Dry,Windy,0
FR0690-551233,Dry,Breezy,2
EI2130-610954,Dry,Windy,6
FR4778-568889,Light,Calm,43
BA5947-579622,Dry,Windy,6
U28892-853421,Dry,Breezy,7
EI8764-745671,Light,Calm,15
U28092-928514,Light,Calm,2
EI5186-994506,Dry,Calm,4
FR4365-142183,Dry,Windy,39
EI0297-001587,Light,Calm,5
BA3235-326642,Light,VeryWindy,33
FR016-209767,Light,Calm,35
BA5571-300739,Dry,Breezy,0
U20053-536642,Dry,Calm,0
FR4005-356469,Dry,Breezy,10
FR2380-029510,Dry,Breezy,5
FR6051-899215,Dry,Breezy,21
FR0212-331509,Dry,Calm,2
U23376-853139,Moderate,Calm,0
BA2964-509971,Dry,Breezy,27
EI1689-670500,Light,Breezy,4
EI7082-913010,Moderate,Calm,51
FR7873-550261,Dry,Windy,17
EI8043-121588,Dry,Windy,2
FR3749-260110,Dry,Breezy,4
EI3795-402013,Dry,Windy,11
U27244-233695,Light,Breezy,0
BA5193-337284,Moderate,Calm,43
U26957-481379,Moderate,VeryWindy,31
U28370-216235,Light,Windy,1
FR4866-387929,Light,Calm,3
BA5374-955875,Dry,Breezy,4
BA6451-698160,Light,Calm,6
U29635-334082,Dry,Calm,0
EI2361-689662,Dry,Windy,3
BA4206-948324,Dry,Calm,4
EI9406-126231,Dry,Calm,52
BA8544-462446,Light,Windy,5
BA3151-595755,Light,Windy,4
EI9707-056805,Dry,Breezy,0
BA2724-444823,Dry,VeryWindy,1
EI6281-021436,Moderate,Windy,0
EI2070-255462,Dry,Breezy,2
FR8564-947236,Dry,Breezy,10
BA2993-384106,Dry,Breezy,0
U29779-426100,Dry,Breezy,7
EI8583-703135,Light,Calm,0
EI3674-102354,Dry,Breezy,4
EI4043-626530,Moderate,Breezy,3
U28272-769676,Dry,Windy,0
EI3749-169565,Dry,Breezy,10
FR7920-684109,Dry,Breezy,6
BA9219-300144,Dry,Breezy,0
FR4151-344601,Moderate,Windy,4
EI6141-904067,Dry,Breezy,0
EI3625-832400,Dry,Breezy,5
FR2165-323839,Light,Breezy,41
BA9167-620974,Dry,Breezy,12
EI7450-821521,Moderate,Breezy,0
FR7001-426710,Light,Breezy,37
FR4906-778922,Light,Windy,0
BA7599-540114,Dry,Windy,0
U29670-079219,Dry,Calm,7
EI2771-375823,Dry,Windy,12
BA9591-500651,Dry,Calm,5
EI8484-552378,Light,Calm,0
EI3658-235171,Dry,Windy,3
BA2046-439179,Dry,Breezy,43
EI1662-916106,Dry,Windy,0
EI9274-474508,Dry,Windy,25
BA3857-512599,Dry,VeryWindy,2
BA5375-341976,Light,Calm,28
EI578-832090,Dry,Windy,2
BA1669-047131,Light,Windy,0
FR1703-419932,Light,Breezy,5
BA2854-764901,Dry,Windy,32
U23494-035750,Light,Calm,4
FR272-375357,Dry,Breezy,7
BA6069-799986,Dry,Windy,3
EI3333-907344,Light,Windy,6
U29715-365720,Light,Breezy,5
EI4864-463044,Dry,Windy,0
EI9523-698425,Dry,Calm,20
U29296-985314,Dry,Breezy,5
EI8963-531055,Moderate,VeryWindy,4
U25664-293051,Dry,Breezy,0
U21627-383076,Dry,VeryWindy,4
U21224-238741,Moderate,Calm,21
FR3779-144339,Dry,Windy,7
FR1209-211955,Light,Windy,3
EI2609-715432,Dry,Calm,0
FR1847-814547,Heavy,VeryWindy,7
BA8201-348348,Light,Calm,7
BA8074-591117,Light,Breezy,0
BA7178-999447,Dry,Breezy,0
EI7022-271390,Dry,Windy,0
BA294-818203,Dry,Windy,25
FR6350-975485,Moderate,Breezy,0
FR1528-023152,Light,Windy,1
U29724-585634,Dry,Breezy,7
EI7046-487412,Moderate,Calm,1
EI1340-513417,Dry,Calm,5
FR9952-722457,Light,Windy,15
FR7934-506302,Light,Breezy,11
U29240-174696,Dry,Breezy,0
EI0873-984641,Light,Windy,35
EI1032-972894,Dry,VeryWindy,22
U29137-504541,Dry,Windy,4
BA2773-154008,Dry,Breezy,4
U2077-467953,Dry,Calm,0
FR6193-617634,Dry,Breezy,0
FR945-675308,Dry,Breezy,6
BA8649-373813,Light,Breezy,5
EI4413-640337,Moderate,VeryWindy,9
U20663-784048,Dry,Breezy,1
U28936-557308,Dry,Breezy,0
U26490-842936,Heavy,Calm,0
U22323-117737,Dry,VeryWindy,28
EI6402-455702,Dry,Breezy,1
BA6730-540952,Moderate,Breezy,2
BA4714-738843,Dry,Breezy,7
FR8917-930495,Dry,Breezy,3
BA5486-479726,Dry,Calm,0
EI8587-496893,Moderate,Breezy,7
U29864-728194,Light,Breezy,28
FR118-751130,Light,Calm,2
BA6566-231981,Dry,Calm,0
EI2883-716841,Light,Calm,3
EI6272-285209,Light,Breezy,3
U21642-027380,Dry,Breezy,43
BA3131-299980,Light,Windy,3
EI1539-673862,Moderate,Calm,2
U26277-305720,Heavy,VeryWindy,6
BA2039-189647,Light,Windy,10
U25669-845082,Dry,VeryWindy,25
U29807-833171,Dry,Windy,39
EI2558-647871,Dry,Windy,2
U28750-560402,Moderate,VeryWindy,0
FR1574-045203,Dry,Calm,41
BA2341-073435,Dry,Calm,5
EI7689-405146,Moderate,VeryWindy,17
BA7243-948448,Moderate,Calm,9
EI2713-145537,Heavy,Calm,1
FR7725-772553,Light,Windy,8
U24802-265521,Dry,Windy,2
BA4417-419844,Light,Calm,7
FR6621-409165,Dry,Calm,3
FR3508-471119,Heavy,VeryWindy,25
FR7949-116702,Moderate,Windy,4
U27789-226361,Light,Breezy,5
FR604-818935,Light,Calm,0
FR2365-455769,Dry,Windy,33
FR8160-313550,Dry,Calm,4
EI3578-609497,Dry,Breezy,11
U24174-975420,Dry,Windy,0
U23747-923166,Moderate,Windy,29
EI8675-094973,Moderate,Calm,6
BA2346-881765,Light,VeryWindy,8
BA683-272773,Light,Breezy,2
BA5726-811941,Dry,Breezy,8
U20082-224264,Dry,Calm,5
EI4660-442008,Light,Calm,5
FR8702-804168,Dry,Windy,34
BA3418-028698,Light,Windy,5
EI8348-087155,Moderate,Breezy,15
FR1905-031434,Dry,Breezy,25
FR9359-802663,Dry,Calm,5
EI4259-730370,Light,Breezy,4
EI6924-144870,Light,VeryWindy,0
EI8013-407218,Light,Breezy,7
FR2477-192804,Moderate,Breezy,3
U28008-631396,Dry,Breezy,6
U25450-994162,Dry,Breezy,25
EI8413-108310,Dry,Breezy,27
U25293-489123,Dry,Breezy,6
BA6033-966393,Moderate,Calm,5
EI8319-114295,Light,Calm,3
BA9753-816042,Dry,Windy,7
FR330-337227,Moderate,Calm,2
BA6471-442744,Dry,Calm,3
FR1977-518500,Dry,Breezy,7
EI0224-501441,Dry,Calm,7
FR9747-748930,Dry,Windy,31
BA6527-048748,Light,VeryWindy,15
BA3334-315517,Moderate,Windy,8
EI5660-904180,Heavy,Breezy,0
BA4284-107117,Light,Windy,33
EI7425-365965,Dry,Calm,5
FR8069-876141,Moderate,Calm,23
FR9613-344547,Dry,Calm,6
EI3969-348066,Dry,Calm,0
FR6302-518553,Dry,Windy,34
FR9728-132884,Light,Breezy,29
FR1794-369512,Dry,Calm,6
FR5781-447910,Dry,Calm,0
U26813-606546,Dry,Windy,7
BA1404-852053,Dry,Calm,6
BA9199-693233,Light,Breezy,0
BA1686-677764,Dry,Calm,5
U29700-659828,Moderate,Windy,15
EI2622-656330,Dry,Breezy,0
EI5569-433644,Light,Breezy,35
EI1265-055989,Dry,Calm,1
U23956-077141,Light,Breezy,26
U29559-208162,Dry,Breezy,35
FR2282-328903,Light,Windy,37
U2568-315678,Dry,Breezy,8
U29012-504304,Dry,Breezy,27
U23203-884060,Moderate,Breezy,6
FR8456-075827,Moderate,Breezy,47
FR2499-049449,Dry,VeryWindy,9
BA9581-884110,Moderate,Breezy,5
EI7074-163908,Dry,Calm,32
U27302-602197,Dry,Breezy,6
EI9008-939197,Dry,Calm,4
FR3101-726433,Dry,Calm,42
BA801-787756,Light,Windy,1
BA4958-224774,Moderate,Breezy,2
U25233-952647,Dry,Breezy,4
BA8696-801913,Moderate,Windy,15
EI9999-443621,Dry,Breezy,13
FR6404-484132,Dry,Breezy,5
U27259-666813,Moderate,Calm,2
U28681-097730,Dry,Calm,1
EI4296-246236,Moderate,Windy,45
FR6192-904629,Light,Breezy,7
BA2010-309165,Light,Breezy,15
BA4804-099432,Light,Windy,2
BA3710-074666,Heavy,Calm,5
EI2905-963847,Dry,Windy,6
BA8988-326598,Moderate,Breezy,5
U23412-939719,Dry,Calm,1
EI8559-923636,Dry,Breezy,6
FR5004-895220,Dry,VeryWindy,42
EI6436-039952,Dry,VeryWindy,38
EI3870-860096,Light,Breezy,7
U26664-890802,Dry,Calm,0
U27401-828490,Dry,Breezy,1
BA0466-503484,Dry,Windy,7
BA7110-388948,Dry,Windy,2
U24118-804383,Dry,Calm,0
BA8192-137063,Light,Breezy,0
FR1422-656728,Dry,Breezy,9
EI3906-475202,Dry,Windy,3
FR9754-079089,Dry,Calm,5
EI1462-616949,Light,Windy,3
EI5651-762574,Dry,Breezy,0
BA0975-890866,Dry,Windy,2
EI5162-088722,Light,Calm,1
U23675-472492,Dry,Windy,3
U29712-439157,Dry,Windy,30
U28447-618830,Dry,Windy,6
BA3470-083699,Light,Windy,3
EI9770-921897,Light,Windy,7
U28314-687687,Light,Calm,2
FR5247-756751,Dry,Calm,21
U22868-773120,Moderate,Calm,2
EI2061-739144,Light,Breezy,5
FR0731-516334,Dry,Breezy,23
U23164-622440,Dry,Calm,0
BA8576-424909,Dry,VeryWindy,5
EI6017-679674,Dry,Windy,2
EI5245-270231,Dry,Windy,0
U24368-492013,Light,Calm,0
BA7810-907496,Heavy,Windy,4
EI8224-152060,Dry,Calm,7
BA7978-448501,Dry,Windy,6
FR6806-379028,Dry,Breezy,11
U20094-793009,Dry,Breezy,0
BA3261-332676,Dry,Breezy,0
EI9212-006030,Light,Calm,37
BA5983-717296,Dry,Calm,26
EI7828-367534,Dry,Windy,9
EI3704-632222,Dry,Breezy,2
FR6133-088348,Dry,Windy,1
FR4080-588312,Dry,Breezy,29
FR4494-508561,Light,Calm,6
FR7415-155594,Dry,Breezy,0
U21668-915296,Dry,Windy,5
U21805-244797,Light,Breezy,10
U29359-984534,Light,Calm,2
FR2256-005456,Light,Windy,6
BA8128-557225,Dry,VeryWindy,30
U25827-446654,Dry,Calm,52
U27051-028673,Dry,Calm,10
EI6544-539481,Dry,VeryWindy,20
BA5412-145064,Dry,Calm,0
EI3757-654166,Dry,VeryWindy,5
BA1343-111297,Dry,Breezy,2
EI3578-092893,Dry,Breezy,7
EI1708-831356,Dry,Windy,0
EI0555-434188,Dry,Breezy,4
EI5474-673717,Light,Windy,3
BA3269-464185,Moderate,VeryWindy,20
BA6047-832438,Light,Windy,8
FR6076-636193,Dry,Calm,4
EI7634-421294,Light,Calm,1
EI4472-502685,Dry,Calm,0
BA9911-140487,Light,Windy,0
U21976-043201,Light,Calm,29
FR9887-869099,Dry,Windy,45
U26825-022488,Dry,Breezy,6
FR1347-183931,Light,Breezy,3
EI6930-464511,Light,Breezy,3
BA5473-700156,Light,Windy,0
U21031-353779,Dry,Windy,25
U24016-720213,Dry,Breezy,15
FR2278-202848,Dry,Breezy,25
FR5584-809418,Dry,Breezy,24
FR7626-196673,Heavy,Calm,0
FR3195-436321,Dry,Breezy,0
EI1225-029850,Light,VeryWindy,1
FR1085-471791,Light,Windy,19
EI4937-766102,Moderate,Breezy,21
FR9528-811784,Moderate,Windy,45
FR8872-841436,Light,Calm,2
FR456-923343,Moderate,Windy,22
U22305-645837,Dry,Windy,0
EI6744-066790,Dry,Breezy,4
U21252-588086,Dry,Breezy,0
BA1308-939242,Light,Breezy,6
BA9363-356397,Dry,Windy,1
EI4023-430425,Dry,Breezy,31
BA9952-000427,Light,VeryWindy,0
FR8288-525962,Dry,Breezy,25
FR3349-716294,Heavy,Breezy,24
U27236-931233,Light,Calm,5
U27373-209401,Light,Breezy,3
U26234-528823,Light,Breezy,0
BA5019-633216,Dry,Calm,4
FR6290-628184,Dry,VeryWindy,6
BA4402-593887,Dry,Windy,4
FR5296-943772,Dry,Breezy,0
EI7578-216167,Dry,Calm,0
EI0850-311688,Dry,Windy,6
BA7884-672479,Dry,Breezy,0
U2398-498048,Dry,Breezy,0
FR2312-275261,Heavy,Calm,0
U27186-786254,Dry,Windy,1
BA5806-341199,Dry,Breezy,2
EI5321-146999,Dry,Breezy,5
FR4144-644750,Dry,Calm,0
BA7175-960095,Moderate,Breezy,2
FR5980-379109,Dry,Windy,0
EI4271-566532,Dry,Calm,1
EI0425-899943,Moderate,Calm,4
BA6528-617121,Light,Breezy,4
U25974-906635,Light,Calm,8
FR9482-011188,Dry,Breezy,8
U24449-113824,Dry,Breezy,0
