,flight_id,precipitation,wind,dep_delay,flight_date,sched_dep_time,sched_arr_time,carrier_code,carrier,flight_number,origin,origin_name,origin_city,origin_country,dest,dest_name,dest_city,dest_country,distance_km,aircraft_type
2305,EI9679-011622,Light,Breezy,0,2024-03-20,02:10,03:18,EI,Aer Lingus,EI9679,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Regional
2306,EI4824-626093,Dry,Breezy,0,2024-11-11,14:45,15:43,EI,Aer Lingus,EI4824,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Regional
2307,FR3783-813431,Light,Windy,5,2024-05-11,09:15,09:37,FR,Ryanair,FR3783,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Regional
2308,U23195-014422,Dry,VeryWindy,6,2024-09-27,04:30,04:52,U2,easyJet,U23195,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Narrowbody
2309,U27488-785179,Light,VeryWindy,0,2024-12-23,21:20,22:25,U2,easyJet,U27488,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Widebody
2310,U29317-695953,Light,Breezy,0,2024-06-30,18:20,19:02,U2,easyJet,U29317,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody
2311,U23850-918868,Light,Calm,1,2024-09-18,11:25,12:40,U2,easyJet,U23850,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Regional
2312,U25279-156054,Heavy,Windy,23,2024-12-22,07:45,08:27,U2,easyJet,U25279,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Narrowbody
2313,BA3457-852671,Dry,Calm,2,2024-08-25,15:20,15:57,BA,British Airways,BA3457,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Widebody
2314,FR4260-067607,Dry,Breezy,3,2024-10-05,18:10,18:34,FR,Ryanair,FR4260,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Regional
2315,EI9342-587299,Moderate,Calm,0,2024-05-26,05:40,06:36,EI,Aer Lingus,EI9342,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
2316,BA7924-179577,Dry,Windy,38,2024-09-28,07:35,08:37,BA,British Airways,BA7924,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Widebody
2317,U21702-555219,Light,Calm,8,2024-08-28,07:30,08:30,U2,easyJet,U21702,BFS,Belfast International Airport,Belfast,United Kingdom,LCY,London City Airport,London,United Kingdom,546,Narrowbody
2318,EI2977-201795,Dry,Breezy,0,2024-04-24,09:05,10:11,EI,Aer Lingus,EI2977,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Regional
2319,FR4917-834665,Light,Calm,0,2024-04-21,05:45,06:38,FR,Ryanair,FR4917,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Widebody
2320,EI9526-107660,Light,Calm,7,2024-03-16,05:15,06:23,EI,Aer Lingus,EI9526,BFS,Belfast International Airport,Belfast,United Kingdom,LCY,London City Airport,London,United Kingdom,546,Narrowbody
2321,BA1651-836584,Light,Breezy,0,2024-02-20,14:35,15:37,BA,British Airways,BA1651,BFS,Belfast International Airport,Belfast,United Kingdom,LCY,London City Airport,London,United Kingdom,546,Narrowbody
2322,EI9583-073364,Dry,Calm,35,2024-06-28,19:45,20:35,EI,Aer Lingus,EI9583,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Widebody
2323,U29234-042205,Moderate,Windy,15,2024-11-11,06:10,06:46,U2,easyJet,U29234,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Narrowbody
2324,FR8804-126084,Light,Windy,16,2024-03-28,09:00,10:12,FR,Ryanair,FR8804,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Narrowbody
2325,EI7889-637548,Light,Breezy,2,2024-12-09,11:55,12:42,EI,Aer Lingus,EI7889,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Regional
2326,BA4106-126160,Dry,Calm,8,2024-07-02,08:00,08:54,BA,British Airways,BA4106,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Widebody
2327,EI6191-463609,Dry,Windy,38,2024-03-07,15:00,16:08,EI,Aer Lingus,EI6191,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Narrowbody
2328,FR7368-811831,Dry,Breezy,15,2024-07-29,07:15,07:28,FR,Ryanair,FR7368,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Narrowbody
2329,EI3108-007894,Moderate,VeryWindy,7,2024-05-04,20:05,21:05,EI,Aer Lingus,EI3108,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Widebody
2330,EI3985-197491,Dry,VeryWindy,25,2024-01-05,06:55,07:56,EI,Aer Lingus,EI3985,LGW,London Gatwick Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,561,Narrowbody
2331,BA7904-625554,Light,Calm,6,2024-09-01,04:00,04:53,BA,British Airways,BA7904,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
2332,FR7255-167640,Dry,Calm,0,2024-10-15,21:10,21:43,FR,Ryanair,FR7255,BFS,Belfast International Airport,Belfast,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,176,Widebody
2333,U20496-803830,Dry,Calm,0,2024-07-15,05:55,06:36,U2,easyJet,U20496,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Widebody
2334,EI5124-135694,Dry,Breezy,7,2024-08-27,10:20,10:36,EI,Aer Lingus,EI5124,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Widebody
2335,FR076-750829,Dry,VeryWindy,7,2024-07-02,00:10,01:16,FR,Ryanair,FR076,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Narrowbody
2336,FR7383-685325,Moderate,Windy,18,2024-09-09,17:05,17:31,FR,Ryanair,FR7383,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Widebody
2337,U21657-546705,Moderate,VeryWindy,25,2024-03-19,22:55,23:55,U2,easyJet,U21657,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Narrowbody
2338,BA5718-016256,Dry,Breezy,6,2024-06-17,15:20,16:19,BA,British Airways,BA5718,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Narrowbody
2339,FR1943-038399,Moderate,Calm,32,2024-01-23,18:50,19:20,FR,Ryanair,FR1943,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Regional
2340,U21338-085763,Light,Breezy,24,2024-06-27,08:25,09:29,U2,easyJet,U21338,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Narrowbody
2341,EI598-720216,Dry,Windy,6,2024-06-28,10:00,11:02,EI,Aer Lingus,EI598,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Narrowbody
2342,BA9588-822547,Dry,Calm,3,2024-07-31,07:50,08:16,BA,British Airways,BA9588,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Widebody
2343,BA5197-771860,Dry,Calm,2,2024-04-06,09:20,10:31,BA,British Airways,BA5197,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Narrowbody
2344,BA3544-214911,Dry,Windy,7,2024-01-19,09:45,09:59,BA,British Airways,BA3544,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Regional
2345,U28993-453505,Dry,Calm,0,2024-10-01,06:15,07:25,U2,easyJet,U28993,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Widebody
2346,U25313-905597,Dry,Calm,0,2024-07-09,10:40,11:34,U2,easyJet,U25313,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Narrowbody
2347,FR1254-337411,Dry,Calm,6,2024-07-31,17:45,18:05,FR,Ryanair,FR1254,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Regional
2348,EI7459-338003,Dry,Calm,7,2024-12-18,11:20,12:10,EI,Aer Lingus,EI7459,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Widebody
2349,U22591-859935,Dry,Breezy,0,2024-05-26,07:20,08:26,U2,easyJet,U22591,BFS,Belfast International Airport,Belfast,United Kingdom,LCY,London City Airport,London,United Kingdom,546,Widebody
2350,FR7210-287250,Dry,Breezy,6,2024-10-01,07:40,08:37,FR,Ryanair,FR7210,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Widebody
2351,BA5409-302274,Light,Calm,9,2024-09-27,15:10,16:21,BA,British Airways,BA5409,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Regional
2352,BA4597-340505,Dry,Calm,3,2024-04-06,13:25,14:05,BA,British Airways,BA4597,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody
2353,U28822-895028,Dry,Calm,2,2024-02-01,21:20,22:30,U2,easyJet,U28822,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Narrowbody
2354,U26707-498723,Dry,Calm,1,2024-11-05,12:25,13:36,U2,easyJet,U26707,LGW,London Gatwick Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,561,Regional
2355,BA7421-586334,Heavy,Breezy,32,2024-02-03,13:35,14:41,BA,British Airways,BA7421,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Widebody
2356,U28572-581478,Dry,Calm,2,2024-09-14,11:35,12:42,U2,easyJet,U28572,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Widebody
2357,U25945-738603,Dry,Breezy,12,2024-11-25,13:00,14:00,U2,easyJet,U25945,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Widebody
2358,EI5795-044276,Heavy,Windy,33,2024-01-05,22:35,23:37,EI,Aer Lingus,EI5795,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Widebody
2359,EI5227-482294,Dry,Calm,4,2024-05-25,13:05,13:36,EI,Aer Lingus,EI5227,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Widebody
2360,U23444-190165,Dry,Breezy,0,2024-02-03,07:50,08:09,U2,easyJet,U23444,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Widebody
2361,BA4888-654111,Dry,Calm,0,2024-11-01,17:55,18:59,BA,British Airways,BA4888,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Widebody
2362,U29251-166519,Dry,Calm,3,2024-03-24,01:55,02:09,U2,easyJet,U29251,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Widebody
2363,FR3585-811652,Dry,Windy,0,2024-04-15,21:10,22:12,FR,Ryanair,FR3585,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Widebody
2364,BA4575-939855,Dry,Calm,0,2024-04-07,18:50,19:55,BA,British Airways,BA4575,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Widebody
2365,EI4532-991535,Light,Breezy,5,2024-08-19,10:45,11:43,EI,Aer Lingus,EI4532,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Regional
2366,EI7418-502621,Dry,Breezy,3,2024-10-09,13:00,13:24,EI,Aer Lingus,EI7418,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Regional
2367,U29025-616047,Dry,Windy,1,2024-02-10,06:05,07:20,U2,easyJet,U29025,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Regional
2368,U28285-885874,Light,Breezy,2,2024-09-21,19:00,19:26,U2,easyJet,U28285,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Narrowbody
2369,EI4563-077022,Dry,Windy,2,2024-01-23,03:40,04:42,EI,Aer Lingus,EI4563,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Regional
2370,FR9729-880482,Dry,Breezy,4,2024-03-26,17:30,18:40,FR,Ryanair,FR9729,LCY,London City Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,568,Widebody
2371,FR6490-993534,Dry,Windy,5,2024-12-06,04:35,05:45,FR,Ryanair,FR6490,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Regional
2372,U24495-480123,Light,Breezy,0,2024-02-17,06:55,07:20,U2,easyJet,U24495,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Narrowbody
2373,U24746-652347,Dry,Breezy,5,2024-06-30,19:45,20:43,U2,easyJet,U24746,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Narrowbody
2374,U22547-628288,Light,Windy,27,2024-04-28,00:30,00:56,U2,easyJet,U22547,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody
2375,FR7777-637967,Dry,Breezy,4,2024-08-23,06:00,06:26,FR,Ryanair,FR7777,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Widebody
2376,U25824-575401,Dry,Breezy,6,2024-11-03,17:40,18:28,U2,easyJet,U25824,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Narrowbody
2377,EI6214-281674,Light,Windy,5,2024-05-20,06:35,07:34,EI,Aer Lingus,EI6214,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Widebody
2378,FR951-418644,Dry,Calm,39,2024-09-18,22:00,23:00,FR,Ryanair,FR951,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Narrowbody
2379,U21727-483548,Moderate,Calm,0,2024-01-07,12:45,13:47,U2,easyJet,U21727,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Widebody
2380,EI7281-801677,Dry,Breezy,8,2024-10-21,18:20,18:48,EI,Aer Lingus,EI7281,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Narrowbody
2381,BA1036-310412,Dry,Calm,17,2024-08-26,19:50,20:58,BA,British Airways,BA1036,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Widebody
2382,BA7708-227341,Dry,Windy,25,2024-07-29,12:25,12:41,BA,British Airways,BA7708,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Narrowbody
2383,FR7104-515323,Light,Breezy,37,2024-01-29,06:15,06:43,FR,Ryanair,FR7104,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Narrowbody
2384,U27574-076822,Dry,VeryWindy,0,2024-03-01,09:20,10:25,U2,easyJet,U27574,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Regional
2385,FR5212-719336,Moderate,Windy,5,2024-10-03,14:35,15:41,FR,Ryanair,FR5212,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Narrowbody
2386,BA3855-082289,Dry,Breezy,6,2024-02-26,02:05,02:25,BA,British Airways,BA3855,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Narrowbody
2387,BA6037-197845,Dry,Calm,3,2024-12-09,10:55,11:16,BA,British Airways,BA6037,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Regional
2388,BA5533-979242,Dry,VeryWindy,7,2024-02-03,22:15,23:24,BA,British Airways,BA5533,LGW,London Gatwick Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,561,Regional
2389,EI6919-979468,Dry,Calm,8,2024-05-01,15:25,16:31,EI,Aer Lingus,EI6919,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Narrowbody
2390,FR5228-888004,Light,Windy,1,2024-10-28,07:15,08:18,FR,Ryanair,FR5228,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Narrowbody
2391,FR5029-290306,Dry,VeryWindy,30,2024-10-18,11:35,12:13,FR,Ryanair,FR5029,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Narrowbody
2392,FR9419-560043,Dry,Calm,0,2024-08-18,10:50,11:24,FR,Ryanair,FR9419,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Narrowbody
2393,U28726-936019,Dry,Windy,0,2024-09-06,07:45,08:09,U2,easyJet,U28726,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Widebody
2394,BA1464-322938,Moderate,Breezy,1,2024-06-03,08:00,08:29,BA,British Airways,BA1464,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Widebody
2395,BA8033-327701,Dry,Windy,9,2024-11-06,07:05,08:21,BA,British Airways,BA8033,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Narrowbody
2396,BA9143-972669,Dry,Calm,11,2024-04-01,13:20,14:12,BA,British Airways,BA9143,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Widebody
2397,FR3632-558001,Light,Breezy,5,2024-12-20,15:40,15:59,FR,Ryanair,FR3632,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Widebody
2398,FR6665-957631,Dry,Breezy,29,2024-06-30,20:20,21:03,FR,Ryanair,FR6665,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Regional
2399,FR4146-063288,Dry,VeryWindy,34,2024-06-02,21:05,21:25,FR,Ryanair,FR4146,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Regional
2400,U26113-522664,Light,Breezy,0,2024-10-29,14:40,15:06,U2,easyJet,U26113,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Widebody
2401,U21598-143982,Dry,Breezy,26,2024-05-29,14:05,15:05,U2,easyJet,U21598,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Regional
2402,U28112-261911,Dry,Calm,5,2024-11-29,05:30,06:38,U2,easyJet,U28112,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Regional
2403,EI3004-288993,Moderate,Breezy,10,2024-05-30,04:10,05:13,EI,Aer Lingus,EI3004,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Narrowbody
2404,EI4062-125050,Dry,Windy,0,2024-08-27,16:10,17:08,EI,Aer Lingus,EI4062,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Regional
2405,EI0260-151927,Moderate,Windy,1,2024-12-23,09:45,10:43,EI,Aer Lingus,EI0260,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Regional
2406,EI840-034190,Light,Calm,40,2024-03-26,08:20,08:35,EI,Aer Lingus,EI840,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Regional
2407,EI9496-850596,Moderate,Breezy,15,2024-11-18,20:10,20:51,EI,Aer Lingus,EI9496,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Regional
2408,U29388-897774,Moderate,Windy,26,2024-03-02,11:35,12:16,U2,easyJet,U29388,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Regional
2409,U26604-766282,Light,Breezy,0,2024-01-08,20:55,22:03,U2,easyJet,U26604,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Regional
2410,BA1132-004142,Dry,VeryWindy,0,2024-07-31,20:50,21:16,BA,British Airways,BA1132,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Widebody
2411,EI4291-083351,Dry,Calm,0,2024-05-21,10:40,11:39,EI,Aer Lingus,EI4291,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Narrowbody
2412,FR8317-697806,Dry,Windy,24,2024-03-24,17:55,18:13,FR,Ryanair,FR8317,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Regional
2413,EI3195-255983,Dry,Windy,40,2024-05-11,17:00,17:54,EI,Aer Lingus,EI3195,LHR,London Heathrow Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,523,Widebody
2414,FR6477-807601,Moderate,VeryWindy,35,2024-06-23,10:10,10:50,FR,Ryanair,FR6477,BFS,Belfast International Airport,Belfast,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,176,Regional
2415,U2352-539465,Heavy,Calm,9,2024-01-18,14:15,15:09,U2,easyJet,U2352,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Regional
2416,EI5067-608506,Light,Calm,6,2024-08-22,07:30,08:36,EI,Aer Lingus,EI5067,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Regional
2417,BA2502-491265,Heavy,Windy,17,2024-02-08,12:25,12:47,BA,British Airways,BA2502,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Regional
2418,EI3255-239073,Dry,Calm,6,2024-05-11,01:30,01:51,EI,Aer Lingus,EI3255,LHR,London Heathrow Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,40,Widebody
2419,FR3545-342919,Light,Calm,30,2024-11-17,07:25,08:39,FR,Ryanair,FR3545,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Widebody
2420,FR5354-477039,Light,Breezy,2,2024-10-30,18:10,19:20,FR,Ryanair,FR5354,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Regional
2421,EI6354-970364,Light,Breezy,4,2024-08-11,15:25,16:29,EI,Aer Lingus,EI6354,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Regional
2422,BA7159-681742,Dry,Breezy,1,2024-06-26,12:35,13:40,BA,British Airways,BA7159,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Regional
2423,U28740-791763,Dry,VeryWindy,6,2024-12-07,12:20,13:31,U2,easyJet,U28740,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Narrowbody
2424,FR6154-130706,Dry,Breezy,0,2024-12-03,20:05,20:57,FR,Ryanair,FR6154,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Widebody
2425,U29729-603850,Moderate,Windy,5,2024-03-14,20:10,20:36,U2,easyJet,U29729,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Widebody
2426,EI2255-284930,Dry,Calm,3,2024-02-17,14:50,15:50,EI,Aer Lingus,EI2255,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Widebody
2427,BA330-722804,Dry,Breezy,2,2024-04-15,10:20,11:25,BA,British Airways,BA330,LGW,London Gatwick Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,561,Regional
2428,U29587-645853,Light,Windy,3,2024-01-28,09:05,09:23,U2,easyJet,U29587,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Narrowbody
2429,EI0907-155841,Light,Breezy,8,2024-06-14,09:15,10:17,EI,Aer Lingus,EI0907,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Regional
2430,BA1210-118627,Moderate,VeryWindy,1,2024-03-02,02:10,02:23,BA,British Airways,BA1210,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Widebody
2431,BA7980-763652,Light,Calm,3,2024-08-21,15:20,16:23,BA,British Airways,BA7980,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Regional
2432,BA9172-298754,Moderate,Windy,34,2024-11-18,15:25,16:00,BA,British Airways,BA9172,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Regional
2433,FR6861-598345,Light,Calm,1,2024-07-10,12:50,14:02,FR,Ryanair,FR6861,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Narrowbody
2434,FR4990-734632,Light,Breezy,0,2024-03-08,22:20,23:22,FR,Ryanair,FR4990,BFS,Belfast International Airport,Belfast,United Kingdom,LCY,London City Airport,London,United Kingdom,546,Narrowbody
2435,BA6038-694822,Dry,Breezy,8,2024-06-08,21:45,22:43,BA,British Airways,BA6038,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Widebody
2436,FR6987-370712,Dry,Windy,0,2024-09-17,08:30,09:20,FR,Ryanair,FR6987,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Regional
2437,BA5282-585350,Dry,Breezy,0,2024-10-13,04:40,05:32,BA,British Airways,BA5282,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Narrowbody
2438,EI1401-664355,Dry,Breezy,5,2024-06-25,16:00,17:01,EI,Aer Lingus,EI1401,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Regional
2439,BA513-817875,Dry,Breezy,7,2024-03-15,18:35,19:33,BA,British Airways,BA513,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Widebody
