flight_id,flight_date,sched_dep_time,sched_arr_time,carrier_code,carrier,flight_number,origin,origin_name,origin_city,origin_country,dest,dest_name,dest_city,dest_country,distance_km,aircraft_type
U27492-529832,2024-11-18,07:55,08:59,U2,easyJet,U27492,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Widebody
EI4045-250008,2024-10-29,18:25,19:31,EI,Aer Lingus,EI4045,LHR,London Heathrow Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,523,Widebody
U26460-042568,2024-05-11,08:15,09:15,U2,easyJet,U26460,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Widebody
EI821-201046,2024-03-03,13:30,14:33,EI,Aer Lingus,EI821,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Narrowbody
BA4732-357109,2024-09-02,09:25,09:45,BA,British Airways,BA4732,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Widebody
BA3552-748515,2024-09-07,00:15,00:54,BA,British Airways,BA3552,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Widebody
BA8950-635899,2024-02-29,06:05,07:13,BA,British Airways,BA8950,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Widebody
EI8765-282834,2024-06-24,11:50,12:04,EI,Aer Lingus,EI8765,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Widebody
BA1957-995680,2024-05-26,23:10,00:26,BA,British Airways,BA1957,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Narrowbody
FR1348-547572,2024-01-19,20:30,21:39,FR,Ryanair,FR1348,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Regional
EI9467-469428,2024-04-14,19:25,20:25,EI,Aer Lingus,EI9467,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Widebody
FR2198-789560,2024-04-23,08:10,08:38,FR,Ryanair,FR2198,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Regional
BA3814-692489,2024-11-07,12:00,12:22,BA,British Airways,BA3814,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Narrowbody
BA3639-753940,2024-10-13,21:25,22:40,BA,British Airways,BA3639,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Regional
FR6935-152023,2024-11-28,06:00,06:59,FR,Ryanair,FR6935,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Widebody
BA728-131094,2024-05-03,17:35,18:43,BA,British Airways,BA728,BFS,Belfast International Airport,Belfast,United Kingdom,LCY,London City Airport,London,United Kingdom,546,Regional
U22861-095456,2024-10-16,00:35,01:36,U2,easyJet,U22861,LHR,London Heathrow Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,523,Regional
EI8739-338218,2024-04-02,17:15,17:43,EI,Aer Lingus,EI8739,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Regional
BA6004-888333,2024-12-02,18:10,19:15,BA,British Airways,BA6004,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Regional
BA4583-791426,2024-01-22,12:35,13:41,BA,British Airways,BA4583,LHR,London Heathrow Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,523,Narrowbody
FR7738-884739,2024-03-15,14:55,16:03,FR,Ryanair,FR7738,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Widebody
EI3092-115513,2024-06-15,07:30,08:06,EI,Aer Lingus,EI3092,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Regional
BA9536-442747,2024-10-23,19:35,20:04,BA,British Airways,BA9536,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Regional
EI1112-588971,2024-03-06,19:40,20:24,EI,Aer Lingus,EI1112,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Narrowbody
U29363-294966,2024-04-07,09:05,10:07,U2,easyJet,U29363,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Widebody
FR8806-882429,2024-09-24,05:00,05:17,FR,Ryanair,FR8806,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Widebody
U21800-821417,2024-11-05,11:15,11:40,U2,easyJet,U21800,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Narrowbody
EI4986-681431,2024-10-25,16:25,17:01,EI,Aer Lingus,EI4986,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Regional
U24823-785149,2024-09-03,19:15,19:51,U2,easyJet,U24823,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Widebody
FR2524-467043,2024-06-24,03:30,04:03,FR,Ryanair,FR2524,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Widebody
EI7946-006787,2024-02-16,13:50,14:35,EI,Aer Lingus,EI7946,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Regional
BA9764-511368,2024-10-03,03:05,03:55,BA,British Airways,BA9764,DUB,Dublin Airport,Dublin,Ireland,LHR,London Heathrow Airport,London,United Kingdom,450,Regional
BA2716-024481,2024-10-20,13:05,14:17,BA,British Airways,BA2716,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Narrowbody
EI7611-950485,2024-05-15,18:30,19:29,EI,Aer Lingus,EI7611,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Narrowbody
FR2431-085128,2024-02-28,00:55,01:34,FR,Ryanair,FR2431,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Regional
EI6505-600807,2024-11-22,03:00,03:58,EI,Aer Lingus,EI6505,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Regional
FR2557-381322,2024-07-24,22:20,23:28,FR,Ryanair,FR2557,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Regional
EI7924-617835,2024-05-24,21:15,22:09,EI,Aer Lingus,EI7924,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody
BA5165-774594,2024-12-28,07:55,08:15,BA,British Airways,BA5165,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Regional
BA8269-352251,2024-02-14,21:45,22:13,BA,British Airways,BA8269,DUB,Dublin Airport,Dublin,Ireland,SNN,Shannon Airport,Shannon,Ireland,195,Regional
U29538-988408,2024-10-09,23:10,00:04,U2,easyJet,U29538,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Widebody
FR3788-428841,2024-11-01,17:25,18:32,FR,Ryanair,FR3788,LGW,London Gatwick Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,561,Widebody
EI1475-194627,2024-09-18,14:45,15:47,EI,Aer Lingus,EI1475,LHR,London Heathrow Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,450,Narrowbody
EI2845-058659,2024-02-10,18:00,19:12,EI,Aer Lingus,EI2845,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Regional
FR7567-197267,2024-01-24,09:35,10:07,FR,Ryanair,FR7567,BFS,Belfast International Airport,Belfast,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,176,Widebody
BA3606-161235,2024-06-29,11:10,11:32,BA,British Airways,BA3606,LGW,London Gatwick Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,40,Narrowbody
U25915-731047,2024-05-13,07:25,08:22,U2,easyJet,U25915,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Narrowbody
U25765-464381,2024-06-20,12:40,13:42,U2,easyJet,U25765,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Widebody
EI6934-826534,2024-02-12,22:10,23:10,EI,Aer Lingus,EI6934,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Widebody
U26684-114155,2024-03-07,19:15,19:51,U2,easyJet,U26684,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Regional
U2423-208859,2024-08-11,19:10,19:23,U2,easyJet,U2423,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Narrowbody
BA5959-799407,2024-10-28,23:55,00:11,BA,British Airways,BA5959,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Narrowbody
FR6428-343955,2024-05-06,15:50,16:54,FR,Ryanair,FR6428,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Widebody
FR2361-934857,2024-06-06,18:25,19:36,FR,Ryanair,FR2361,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Widebody
U28961-049568,2024-12-30,02:30,03:12,U2,easyJet,U28961,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Regional
U24907-766884,2024-01-23,07:20,08:12,U2,easyJet,U24907,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Regional
U22881-702607,2024-03-14,06:50,07:49,U2,easyJet,U22881,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Regional
U29435-738258,2024-11-30,10:15,11:21,U2,easyJet,U29435,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Widebody
BA7461-071795,2024-12-29,19:00,19:15,BA,British Airways,BA7461,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Widebody
BA3535-752299,2024-07-09,18:15,18:35,BA,British Airways,BA3535,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Narrowbody
EI6643-749418,2024-04-14,01:40,02:35,EI,Aer Lingus,EI6643,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Narrowbody
EI7948-087290,2024-12-27,03:50,04:33,EI,Aer Lingus,EI7948,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Narrowbody
BA6700-280014,2024-06-05,22:50,23:58,BA,British Airways,BA6700,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Widebody
EI9033-511958,2024-12-07,21:30,22:09,EI,Aer Lingus,EI9033,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody
FR3679-537641,2024-04-04,19:55,20:34,FR,Ryanair,FR3679,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Regional
FR1870-316840,2024-09-23,06:25,07:28,FR,Ryanair,FR1870,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Widebody
BA1720-785154,2024-06-09,14:30,15:40,BA,British Airways,BA1720,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Regional
FR5196-636787,2024-12-17,15:20,15:38,FR,Ryanair,FR5196,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Widebody
U25683-390343,2024-04-24,17:30,18:27,U2,easyJet,U25683,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Regional
U27149-949482,2024-12-27,17:20,17:44,U2,easyJet,U27149,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Narrowbody
BA5901-485382,2024-11-26,03:55,04:16,BA,British Airways,BA5901,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Regional
U29010-340295,2024-04-21,18:30,18:52,U2,easyJet,U29010,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Narrowbody
U21606-991565,2024-09-09,20:40,21:01,U2,easyJet,U21606,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Narrowbody
FR7521-218989,2024-07-04,19:35,20:03,FR,Ryanair,FR7521,LGW,London Gatwick Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,42,Narrowbody
U24959-850028,2024-09-19,21:00,22:14,U2,easyJet,U24959,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Widebody
U26206-141572,2024-11-16,13:40,14:10,U2,easyJet,U26206,BFS,Belfast International Airport,Belfast,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,176,Regional
FR2814-411386,2024-06-20,02:20,03:16,FR,Ryanair,FR2814,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Regional
BA4764-745680,2024-07-15,23:00,23:23,BA,British Airways,BA4764,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Regional
BA1359-939772,2024-08-09,01:30,02:03,BA,British Airways,BA1359,BFS,Belfast International Airport,Belfast,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,176,Regional
FR9441-490569,2024-10-12,16:50,17:50,FR,Ryanair,FR9441,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Regional
BA4054-098242,2024-07-15,20:50,21:50,BA,British Airways,BA4054,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody
U20217-085183,2024-02-01,20:30,21:18,U2,easyJet,U20217,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Widebody
U20535-247035,2024-07-07,18:00,18:53,U2,easyJet,U20535,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Narrowbody
BA1724-812070,2024-10-21,19:55,21:00,BA,British Airways,BA1724,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Narrowbody
BA2746-520203,2024-07-10,02:20,03:32,BA,British Airways,BA2746,LGW,London Gatwick Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,595,Widebody
U27514-892238,2024-10-29,16:20,17:16,U2,easyJet,U27514,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Regional
EI4785-404176,2024-09-13,01:55,02:43,EI,Aer Lingus,EI4785,GLA,Glasgow Airport,Glasgow,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,297,Narrowbody
BA1384-623340,2024-12-20,05:35,06:25,BA,British Airways,BA1384,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody
EI4662-142840,2024-01-01,18:45,19:54,EI,Aer Lingus,EI4662,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Regional
EI7655-066862,2024-02-24,18:45,19:50,EI,Aer Lingus,EI7655,GLA,Glasgow Airport,Glasgow,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,595,Regional
U24498-744840,2024-02-18,18:45,19:02,U2,easyJet,U24498,LCY,London City Airport,London,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,36,Regional
U23193-434562,2024-03-20,22:40,23:46,U2,easyJet,U23193,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Narrowbody
BA4213-781252,2024-10-06,16:50,17:40,BA,British Airways,BA4213,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Narrowbody
U29437-122634,2024-04-11,16:20,17:11,U2,easyJet,U29437,LGW,London Gatwick Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,485,Regional
FR6772-161400,2024-09-19,13:25,14:25,FR,Ryanair,FR6772,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Widebody
FR607-506474,2024-10-26,14:15,15:13,FR,Ryanair,FR607,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Narrowbody
BA2451-205429,2024-12-22,00:05,00:25,BA,British Airways,BA2451,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Widebody
U25471-184033,2024-07-24,16:05,16:39,U2,easyJet,U25471,BFS,Belfast International Airport,Belfast,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,176,Widebody
FR8449-757352,2024-01-11,17:20,18:23,FR,Ryanair,FR8449,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Regional
FR5686-304219,2024-04-25,14:40,15:42,FR,Ryanair,FR5686,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Widebody
FR5815-817865,2024-08-28,20:35,21:17,FR,Ryanair,FR5815,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody
EI1635-619681,2024-01-07,18:45,19:29,EI,Aer Lingus,EI1635,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Narrowbody
EI7803-748413,2024-06-17,15:40,16:17,EI,Aer Lingus,EI7803,BFS,Belfast International Airport,Belfast,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,281,Narrowbody
BA1153-616896,2024-12-23,04:50,05:52,BA,British Airways,BA1153,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Widebody
U29309-408613,2024-05-23,22:30,23:30,U2,easyJet,U29309,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody
FR3377-150326,2024-05-25,00:00,01:01,FR,Ryanair,FR3377,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Widebody
FR4426-515679,2024-01-27,14:15,15:16,FR,Ryanair,FR4426,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Widebody
U23374-166223,2024-10-06,07:05,07:39,U2,easyJet,U23374,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Widebody
FR5605-611414,2024-02-09,05:05,06:16,FR,Ryanair,FR5605,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Narrowbody
U24051-792972,2024-03-06,18:40,19:55,U2,easyJet,U24051,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Narrowbody
U25629-032242,2024-06-06,18:15,18:43,U2,easyJet,U25629,DUB,Dublin Airport,Dublin,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,138,Regional
EI7157-041316,2024-12-27,09:55,10:31,EI,Aer Lingus,EI7157,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody
FR369-675114,2024-09-20,02:15,03:05,FR,Ryanair,FR369,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Regional
U25540-189678,2024-01-11,18:05,19:02,U2,easyJet,U25540,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Regional
EI9439-815754,2024-05-26,11:15,11:43,EI,Aer Lingus,EI9439,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Narrowbody
U25714-359431,2024-11-04,21:40,22:42,U2,easyJet,U25714,LGW,London Gatwick Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,561,Narrowbody
BA9232-170776,2024-03-10,09:50,10:32,BA,British Airways,BA9232,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Widebody
BA6381-009136,2024-03-21,03:50,04:24,BA,British Airways,BA6381,GLA,Glasgow Airport,Glasgow,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,176,Widebody
EI3751-933934,2024-12-12,10:20,11:28,EI,Aer Lingus,EI3751,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Regional
U22550-320193,2024-04-21,06:10,06:34,U2,easyJet,U22550,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Widebody
EI2934-915445,2024-03-25,20:25,21:12,EI,Aer Lingus,EI2934,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody
BA5235-286849,2024-04-05,21:45,22:25,BA,British Airways,BA5235,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody
U22957-309532,2024-08-15,10:25,11:35,U2,easyJet,U22957,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Regional
FR4341-861990,2024-01-01,20:50,21:52,FR,Ryanair,FR4341,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Narrowbody
U27642-796319,2024-05-12,16:20,17:22,U2,easyJet,U27642,LCY,London City Airport,London,United Kingdom,BFS,Belfast International Airport,Belfast,United Kingdom,546,Widebody
EI4603-898905,2024-11-11,12:40,13:21,EI,Aer Lingus,EI4603,DUB,Dublin Airport,Dublin,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,297,Regional
BA8809-632053,2024-04-17,22:50,23:56,BA,British Airways,BA8809,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Regional
U2060-388950,2024-11-29,12:20,13:32,U2,easyJet,U2060,LHR,London Heathrow Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,594,Widebody
U27735-336028,2024-03-15,10:35,11:41,U2,easyJet,U27735,GLA,Glasgow Airport,Glasgow,United Kingdom,LCY,London City Airport,London,United Kingdom,568,Narrowbody
BA9454-752061,2024-03-17,08:15,08:56,BA,British Airways,BA9454,SNN,Shannon Airport,Shannon,Ireland,BFS,Belfast International Airport,Belfast,United Kingdom,281,Widebody
U23855-223861,2024-07-19,08:50,09:52,U2,easyJet,U23855,LCY,London City Airport,London,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,478,Narrowbody
FR8007-186426,2024-08-17,09:55,10:47,FR,Ryanair,FR8007,DUB,Dublin Airport,Dublin,Ireland,LGW,London Gatwick Airport,London,United Kingdom,485,Narrowbody
BA2899-723448,2024-10-27,19:50,20:07,BA,British Airways,BA2899,LHR,London Heathrow Airport,London,United Kingdom,LCY,London City Airport,London,United Kingdom,36,Narrowbody
EI3345-340071,2024-07-20,06:55,07:19,EI,Aer Lingus,EI3345,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Widebody
FR1043-911931,2024-08-01,09:00,10:02,FR,Ryanair,FR1043,LGW,London Gatwick Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,623,Regional
FR3672-480402,2024-01-04,20:50,22:04,FR,Ryanair,FR3672,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Widebody
FR8936-820047,2024-07-17,02:10,03:21,FR,Ryanair,FR8936,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Narrowbody
U27412-113988,2024-04-08,16:10,16:32,U2,easyJet,U27412,BFS,Belfast International Airport,Belfast,United Kingdom,DUB,Dublin Airport,Dublin,Ireland,138,Widebody
FR0690-551233,2024-03-11,10:20,11:24,FR,Ryanair,FR0690,BFS,Belfast International Airport,Belfast,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,523,Widebody
EI2130-610954,2024-02-11,16:35,17:26,EI,Aer Lingus,EI2130,GLA,Glasgow Airport,Glasgow,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,457,Widebody
FR4778-568889,2024-11-29,12:35,13:31,FR,Ryanair,FR4778,DUB,Dublin Airport,Dublin,Ireland,LCY,London City Airport,London,United Kingdom,478,Widebody
BA5947-579622,2024-10-13,16:40,17:51,BA,British Airways,BA5947,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Narrowbody
U28892-853421,2024-06-09,11:40,11:54,U2,easyJet,U28892,LCY,London City Airport,London,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,42,Widebody
EI8764-745671,2024-10-25,00:55,02:04,EI,Aer Lingus,EI8764,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Widebody
U28092-928514,2024-06-17,21:40,22:49,U2,easyJet,U28092,SNN,Shannon Airport,Shannon,Ireland,LCY,London City Airport,London,United Kingdom,627,Narrowbody
EI5186-994506,2024-10-06,06:05,07:15,EI,Aer Lingus,EI5186,SNN,Shannon Airport,Shannon,Ireland,LHR,London Heathrow Airport,London,United Kingdom,594,Regional
FR4365-142183,2024-03-24,16:05,17:02,FR,Ryanair,FR4365,LHR,London Heathrow Airport,London,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody
EI0297-001587,2024-09-26,06:00,06:57,EI,Aer Lingus,EI0297,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Narrowbody
BA3235-326642,2024-04-11,13:25,14:33,BA,British Airways,BA3235,GLA,Glasgow Airport,Glasgow,United Kingdom,LHR,London Heathrow Airport,London,United Kingdom,555,Widebody
FR016-209767,2024-10-24,04:10,04:43,FR,Ryanair,FR016,BFS,Belfast International Airport,Belfast,United Kingdom,GLA,Glasgow Airport,Glasgow,United Kingdom,176,Regional
BA5571-300739,2024-06-03,09:45,10:59,BA,British Airways,BA5571,LCY,London City Airport,London,United Kingdom,SNN,Shannon Airport,Shannon,Ireland,627,Regional
U20053-536642,2024-01-13,21:20,21:49,U2,easyJet,U20053,SNN,Shannon Airport,Shannon,Ireland,DUB,Dublin Airport,Dublin,Ireland,195,Narrowbody
FR4005-356469,2024-10-01,12:55,14:07,FR,Ryanair,FR4005,SNN,Shannon Airport,Shannon,Ireland,LGW,London Gatwick Airport,London,United Kingdom,623,Narrowbody
FR2380-029510,2024-11-24,16:35,17:25,FR,Ryanair,FR2380,SNN,Shannon Airport,Shannon,Ireland,GLA,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody
FR6051-899215,2024-07-19,06:15,07:12,FR,Ryanair,FR6051,BFS,Belfast International Airport,Belfast,United Kingdom,LGW,London Gatwick Airport,London,United Kingdom,561,Widebody
