,flight_id,precipitation,wind,dep_delay,carrier,origin_name,origin_city,origin_country,dest_name,dest_city,dest_country,distance_km,aircraft_type,scheduled_departure,scheduled_arrival,delayed,departure_hour,departure_dayofweek,departure_month,flight_duration_mins,bad_weather,origin_flight_count,peak_hour_departure
2597,U27514-892238,0,2,2,easyJet,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Regional,2024-10-29 16:20:00,2024-10-29 17:16:00,0,16,1,10,56.0,1,458,1
2598,EI4785-404176,1,2,0,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Narrowbody,2024-09-13 01:55:00,2024-09-13 02:43:00,0,1,4,9,48.0,1,435,0
2599,BA1384-623340,0,2,1,British Airways,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody,2024-12-20 05:35:00,2024-12-20 06:25:00,0,5,4,12,50.0,1,419,0
2600,EI4662-142840,3,1,1,Aer Lingus,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Regional,2024-01-01 18:45:00,2024-01-01 19:54:00,0,18,0,1,69.0,1,458,1
2601,EI7655-066862,0,2,4,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Regional,2024-02-24 18:45:00,2024-02-24 19:50:00,0,18,5,2,65.0,1,435,1
2602,U24498-744840,0,1,2,easyJet,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Regional,2024-02-18 18:45:00,2024-02-18 19:02:00,0,18,6,2,17.0,0,445,1
2603,U23193-434562,0,2,6,easyJet,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Narrowbody,2024-03-20 22:40:00,2024-03-20 23:46:00,0,22,2,3,66.0,1,445,0
2604,BA4213-781252,0,1,15,British Airways,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Narrowbody,2024-10-06 16:50:00,2024-10-06 17:40:00,1,16,6,10,50.0,0,445,1
2605,U29437-122634,0,0,6,easyJet,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Regional,2024-04-11 16:20:00,2024-04-11 17:11:00,0,16,3,4,51.0,0,432,1
2606,FR6772-161400,0,1,27,Ryanair,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Widebody,2024-09-19 13:25:00,2024-09-19 14:25:00,1,13,3,9,60.0,0,435,0
2607,FR607-506474,0,3,4,Ryanair,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Narrowbody,2024-10-26 14:15:00,2024-10-26 15:13:00,0,14,5,10,58.0,1,435,0
2608,BA2451-205429,1,0,0,British Airways,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Widebody,2024-12-22 00:05:00,2024-12-22 00:25:00,0,0,6,12,20.0,0,445,0
2609,U25471-184033,0,2,3,easyJet,Belfast International Airport,Belfast,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,176,Widebody,2024-07-24 16:05:00,2024-07-24 16:39:00,0,16,2,7,34.0,1,400,1
2610,FR8449-757352,1,2,6,Ryanair,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Regional,2024-01-11 17:20:00,2024-01-11 18:23:00,0,17,3,1,63.0,1,458,1
2611,FR5686-304219,0,1,28,Ryanair,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Widebody,2024-04-25 14:40:00,2024-04-25 15:42:00,1,14,3,4,62.0,0,458,0
2612,FR5815-817865,0,0,5,Ryanair,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody,2024-08-28 20:35:00,2024-08-28 21:17:00,0,20,2,8,42.0,0,419,0
2613,EI1635-619681,3,0,13,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Narrowbody,2024-01-07 18:45:00,2024-01-07 19:29:00,0,18,6,1,44.0,1,400,1
2614,EI7803-748413,0,0,2,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Narrowbody,2024-06-17 15:40:00,2024-06-17 16:17:00,0,15,0,6,37.0,0,400,0
2615,BA1153-616896,0,3,0,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Widebody,2024-12-23 04:50:00,2024-12-23 05:52:00,0,4,0,12,62.0,1,435,0
2616,U29309-408613,0,1,6,easyJet,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody,2024-05-23 22:30:00,2024-05-23 23:30:00,0,22,3,5,60.0,0,458,0
2617,FR3377-150326,1,1,0,Ryanair,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Widebody,2024-05-25 00:00:00,2024-05-25 01:01:00,0,0,5,5,61.0,0,458,0
2618,FR4426-515679,2,3,24,Ryanair,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Widebody,2024-01-27 14:15:00,2024-01-27 15:16:00,1,14,5,1,61.0,1,435,0
2619,U23374-166223,0,2,33,easyJet,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Widebody,2024-10-06 07:05:00,2024-10-06 07:39:00,1,7,6,10,34.0,1,458,1
2620,FR5605-611414,3,1,21,Ryanair,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Narrowbody,2024-02-09 05:05:00,2024-02-09 06:16:00,1,5,4,2,71.0,1,435,0
2621,U24051-792972,0,2,15,easyJet,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Narrowbody,2024-03-06 18:40:00,2024-03-06 19:55:00,1,18,2,3,75.0,1,432,1
2622,U25629-032242,1,0,0,easyJet,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Regional,2024-06-06 18:15:00,2024-06-06 18:43:00,0,18,3,6,28.0,0,419,1
2623,EI7157-041316,1,2,2,Aer Lingus,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody,2024-12-27 09:55:00,2024-12-27 10:31:00,0,9,4,12,36.0,1,458,1
2624,FR369-675114,2,2,19,Ryanair,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Regional,2024-09-20 02:15:00,2024-09-20 03:05:00,1,2,4,9,50.0,1,419,0
2625,U25540-189678,0,1,4,easyJet,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Regional,2024-01-11 18:05:00,2024-01-11 19:02:00,0,18,3,1,57.0,0,419,1
2626,EI9439-815754,0,1,24,Aer Lingus,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Narrowbody,2024-05-26 11:15:00,2024-05-26 11:43:00,1,11,6,5,28.0,0,445,0
2627,U25714-359431,0,3,42,easyJet,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Narrowbody,2024-11-04 21:40:00,2024-11-04 22:42:00,1,21,0,11,62.0,1,432,0
2628,BA9232-170776,1,1,6,British Airways,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Widebody,2024-03-10 09:50:00,2024-03-10 10:32:00,0,9,6,3,42.0,0,419,1
2629,BA6381-009136,0,1,8,British Airways,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Widebody,2024-03-21 03:50:00,2024-03-21 04:24:00,0,3,3,3,34.0,0,435,0
2630,EI3751-933934,0,0,6,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Regional,2024-12-12 10:20:00,2024-12-12 11:28:00,0,10,3,12,68.0,0,435,0
2631,U22550-320193,0,1,5,easyJet,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Widebody,2024-04-21 06:10:00,2024-04-21 06:34:00,0,6,6,4,24.0,0,411,1
2632,EI2934-915445,1,1,0,Aer Lingus,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Narrowbody,2024-03-25 20:25:00,2024-03-25 21:12:00,0,20,0,3,47.0,0,458,0
2633,BA5235-286849,1,0,10,British Airways,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody,2024-04-05 21:45:00,2024-04-05 22:25:00,0,21,4,4,40.0,0,419,0
2634,U22957-309532,0,1,31,easyJet,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Regional,2024-08-15 10:25:00,2024-08-15 11:35:00,1,10,3,8,70.0,0,458,0
2635,FR4341-861990,0,1,6,Ryanair,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Narrowbody,2024-01-01 20:50:00,2024-01-01 21:52:00,0,20,0,1,62.0,0,411,0
2636,U27642-796319,0,0,7,easyJet,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Widebody,2024-05-12 16:20:00,2024-05-12 17:22:00,0,16,6,5,62.0,0,445,1
2637,EI4603-898905,0,1,0,Aer Lingus,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Regional,2024-11-11 12:40:00,2024-11-11 13:21:00,0,12,0,11,41.0,0,419,0
2638,BA8809-632053,0,1,5,British Airways,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Regional,2024-04-17 22:50:00,2024-04-17 23:56:00,0,22,2,4,66.0,0,411,0
2639,U2060-388950,3,0,5,easyJet,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Widebody,2024-11-29 12:20:00,2024-11-29 13:32:00,0,12,4,11,72.0,1,411,0
2640,U27735-336028,2,0,0,easyJet,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Narrowbody,2024-03-15 10:35:00,2024-03-15 11:41:00,0,10,4,3,66.0,1,435,0
2641,BA9454-752061,2,0,4,British Airways,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Widebody,2024-03-17 08:15:00,2024-03-17 08:56:00,0,8,6,3,41.0,1,458,1
2642,U23855-223861,1,1,5,easyJet,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Narrowbody,2024-07-19 08:50:00,2024-07-19 09:52:00,0,8,4,7,62.0,0,445,1
2643,FR8007-186426,0,0,27,Ryanair,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Narrowbody,2024-08-17 09:55:00,2024-08-17 10:47:00,1,9,5,8,52.0,0,419,1
2644,BA2899-723448,0,0,12,British Airways,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Narrowbody,2024-10-27 19:50:00,2024-10-27 20:07:00,0,19,6,10,17.0,0,411,1
2645,EI3345-340071,0,1,0,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Widebody,2024-07-20 06:55:00,2024-07-20 07:19:00,0,6,5,7,24.0,0,400,1
2646,FR1043-911931,0,2,3,Ryanair,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Regional,2024-08-01 09:00:00,2024-08-01 10:02:00,0,9,3,8,62.0,1,432,1
2647,FR3672-480402,0,1,4,Ryanair,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Widebody,2024-01-04 20:50:00,2024-01-04 22:04:00,0,20,3,1,74.0,0,458,0
2648,FR8936-820047,0,1,23,Ryanair,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Narrowbody,2024-07-17 02:10:00,2024-07-17 03:21:00,1,2,2,7,71.0,0,445,0
2649,U27412-113988,0,2,0,easyJet,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Widebody,2024-04-08 16:10:00,2024-04-08 16:32:00,0,16,0,4,22.0,1,400,1
2650,FR0690-551233,0,1,2,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Widebody,2024-03-11 10:20:00,2024-03-11 11:24:00,0,10,0,3,64.0,0,400,0
2651,EI2130-610954,0,2,6,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Widebody,2024-02-11 16:35:00,2024-02-11 17:26:00,0,16,6,2,51.0,1,435,1
2652,FR4778-568889,1,0,43,Ryanair,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Widebody,2024-11-29 12:35:00,2024-11-29 13:31:00,1,12,4,11,56.0,0,419,0
2653,BA5947-579622,0,2,6,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Narrowbody,2024-10-13 16:40:00,2024-10-13 17:51:00,0,16,6,10,71.0,1,435,1
2654,U28892-853421,0,1,7,easyJet,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Widebody,2024-06-09 11:40:00,2024-06-09 11:54:00,0,11,6,6,14.0,0,445,0
2655,EI8764-745671,1,0,15,Aer Lingus,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Widebody,2024-10-25 00:55:00,2024-10-25 02:04:00,1,0,4,10,69.0,0,445,0
2656,U28092-928514,1,0,2,easyJet,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Narrowbody,2024-06-17 21:40:00,2024-06-17 22:49:00,0,21,0,6,69.0,0,458,0
2657,EI5186-994506,0,0,4,Aer Lingus,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Regional,2024-10-06 06:05:00,2024-10-06 07:15:00,0,6,6,10,70.0,0,458,1
2658,FR4365-142183,0,2,39,Ryanair,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody,2024-03-24 16:05:00,2024-03-24 17:02:00,1,16,6,3,57.0,1,411,1
2659,EI0297-001587,1,0,5,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Narrowbody,2024-09-26 06:00:00,2024-09-26 06:57:00,0,6,3,9,57.0,0,400,1
2660,BA3235-326642,1,3,33,British Airways,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Widebody,2024-04-11 13:25:00,2024-04-11 14:33:00,1,13,3,4,68.0,1,435,0
2661,FR016-209767,1,0,35,Ryanair,Belfast International Airport,Belfast,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,176,Regional,2024-10-24 04:10:00,2024-10-24 04:43:00,1,4,3,10,33.0,0,400,0
2662,BA5571-300739,0,1,0,British Airways,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Regional,2024-06-03 09:45:00,2024-06-03 10:59:00,0,9,0,6,74.0,0,445,1
2663,U20053-536642,0,0,0,easyJet,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Narrowbody,2024-01-13 21:20:00,2024-01-13 21:49:00,0,21,5,1,29.0,0,458,0
2664,FR4005-356469,0,1,10,Ryanair,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Narrowbody,2024-10-01 12:55:00,2024-10-01 14:07:00,0,12,1,10,72.0,0,458,0
2665,FR2380-029510,0,1,5,Ryanair,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody,2024-11-24 16:35:00,2024-11-24 17:25:00,0,16,6,11,50.0,0,458,1
2666,FR6051-899215,0,1,21,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Widebody,2024-07-19 06:15:00,2024-07-19 07:12:00,1,6,4,7,57.0,0,400,1
2667,FR0212-331509,0,0,2,Ryanair,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Narrowbody,2024-12-02 15:40:00,2024-12-02 16:43:00,0,15,0,12,63.0,0,458,0
2668,U23376-853139,2,0,0,easyJet,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Regional,2024-06-18 04:00:00,2024-06-18 05:12:00,0,4,1,6,72.0,1,458,0
2669,BA2964-509971,0,1,27,British Airways,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Narrowbody,2024-05-02 13:30:00,2024-05-02 14:21:00,1,13,3,5,51.0,0,432,0
2670,EI1689-670500,1,1,4,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Regional,2024-09-21 08:10:00,2024-09-21 08:36:00,0,8,5,9,26.0,0,400,1
2671,EI7082-913010,2,0,51,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Regional,2024-07-18 10:00:00,2024-07-18 11:02:00,1,10,3,7,62.0,1,400,0
2672,FR7873-550261,0,2,17,Ryanair,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Narrowbody,2024-05-16 19:45:00,2024-05-16 20:03:00,1,19,3,5,18.0,1,432,1
2673,EI8043-121588,0,2,2,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Narrowbody,2024-07-25 07:05:00,2024-07-25 07:58:00,0,7,3,7,53.0,1,435,1
2674,FR3749-260110,0,1,4,Ryanair,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody,2024-02-09 14:20:00,2024-02-09 15:06:00,0,14,4,2,46.0,0,419,0
2675,EI3795-402013,0,2,11,Aer Lingus,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody,2024-03-23 21:55:00,2024-03-23 22:53:00,0,21,5,3,58.0,1,411,0
2676,U27244-233695,1,1,0,easyJet,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Widebody,2024-08-05 03:20:00,2024-08-05 04:15:00,0,3,0,8,55.0,0,458,0
2677,BA5193-337284,2,0,43,British Airways,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Widebody,2024-10-29 07:25:00,2024-10-29 07:51:00,1,7,1,10,26.0,1,445,1
2678,U26957-481379,2,3,31,easyJet,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Widebody,2024-01-29 20:20:00,2024-01-29 20:39:00,1,20,0,1,19.0,1,411,0
2679,U28370-216235,1,2,1,easyJet,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Regional,2024-01-24 15:20:00,2024-01-24 16:14:00,0,15,2,1,54.0,1,432,0
2680,FR4866-387929,1,0,3,Ryanair,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody,2024-11-13 17:25:00,2024-11-13 18:25:00,0,17,2,11,60.0,0,458,1
2681,BA5374-955875,0,1,4,British Airways,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Regional,2024-10-30 00:00:00,2024-10-30 00:18:00,0,0,2,10,18.0,0,411,0
2682,BA6451-698160,1,0,6,British Airways,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Narrowbody,2024-01-06 12:05:00,2024-01-06 13:17:00,0,12,5,1,72.0,0,432,0
2683,U29635-334082,0,0,0,easyJet,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Widebody,2024-05-30 22:40:00,2024-05-30 22:59:00,0,22,3,5,19.0,0,432,0
2684,EI2361-689662,0,2,3,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Regional,2024-08-25 02:15:00,2024-08-25 03:09:00,0,2,6,8,54.0,1,435,0
2685,BA4206-948324,0,0,4,British Airways,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Narrowbody,2024-04-29 21:50:00,2024-04-29 22:57:00,0,21,0,4,67.0,0,411,0
2686,EI9406-126231,0,0,52,Aer Lingus,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Regional,2024-07-19 20:10:00,2024-07-19 21:19:00,1,20,4,7,69.0,0,458,0
2687,BA8544-462446,1,2,5,British Airways,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Regional,2024-09-14 12:05:00,2024-09-14 12:35:00,0,12,5,9,30.0,1,458,0
2688,BA3151-595755,1,2,4,British Airways,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Regional,2024-09-19 22:00:00,2024-09-19 23:00:00,0,22,3,9,60.0,1,411,0
2689,EI9707-056805,0,1,0,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Widebody,2024-10-27 08:10:00,2024-10-27 08:36:00,0,8,6,10,26.0,0,435,1
2690,BA2724-444823,0,3,1,British Airways,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Regional,2024-11-22 19:00:00,2024-11-22 20:00:00,0,19,4,11,60.0,1,400,1
2691,EI6281-021436,2,2,0,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Narrowbody,2024-09-16 23:10:00,2024-09-16 00:25:00,0,23,0,9,-1365.0,1,435,0
2692,EI2070-255462,0,1,2,Aer Lingus,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Regional,2024-08-17 11:15:00,2024-08-17 12:21:00,0,11,5,8,66.0,0,458,0
2693,FR8564-947236,0,1,10,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Widebody,2024-11-22 23:05:00,2024-11-22 23:59:00,0,23,4,11,54.0,0,400,0
2694,BA2993-384106,0,1,0,British Airways,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Regional,2024-06-26 15:45:00,2024-06-26 16:42:00,0,15,2,6,57.0,0,458,0
2695,U29779-426100,0,1,7,easyJet,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Widebody,2024-03-07 16:55:00,2024-03-07 18:09:00,0,16,3,3,74.0,0,432,1
2696,EI8583-703135,1,0,0,Aer Lingus,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Widebody,2024-02-21 00:55:00,2024-02-21 01:38:00,0,0,2,2,43.0,0,419,0
2697,EI3674-102354,0,1,4,Aer Lingus,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Widebody,2024-11-10 12:15:00,2024-11-10 13:03:00,0,12,6,11,48.0,0,419,0
2698,EI4043-626530,2,1,3,Aer Lingus,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Widebody,2024-01-24 20:45:00,2024-01-24 21:57:00,0,20,2,1,72.0,1,432,0
2699,U28272-769676,0,2,0,easyJet,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Widebody,2024-12-19 20:45:00,2024-12-19 21:21:00,0,20,3,12,36.0,1,458,0
2700,EI3749-169565,0,1,10,Aer Lingus,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody,2024-11-18 10:05:00,2024-11-18 10:37:00,0,10,0,11,32.0,0,419,0
2701,FR7920-684109,0,1,6,Ryanair,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Regional,2024-08-26 20:25:00,2024-08-26 21:42:00,0,20,0,8,77.0,0,458,0
2702,BA9219-300144,0,1,0,British Airways,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Regional,2024-05-28 03:25:00,2024-05-28 03:59:00,0,3,1,5,34.0,0,419,0
2703,FR4151-344601,2,2,4,Ryanair,Belfast International Airport,Belfast,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,176,Narrowbody,2024-12-12 04:10:00,2024-12-12 04:47:00,0,4,3,12,37.0,1,400,0
2704,EI6141-904067,0,1,0,Aer Lingus,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Widebody,2024-11-15 08:30:00,2024-11-15 09:34:00,0,8,4,11,64.0,0,432,1
2705,EI3625-832400,0,1,5,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Regional,2024-06-03 22:45:00,2024-06-03 23:33:00,0,22,0,6,48.0,0,435,0
2706,FR2165-323839,1,1,41,Ryanair,London City Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,478,Regional,2024-12-02 18:35:00,2024-12-02 19:40:00,1,18,0,12,65.0,0,445,1
2707,BA9167-620974,0,1,12,British Airways,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Widebody,2024-08-19 18:25:00,2024-08-19 18:47:00,0,18,0,8,22.0,0,432,1
2708,EI7450-821521,2,1,0,Aer Lingus,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Widebody,2024-04-30 12:00:00,2024-04-30 13:04:00,0,12,1,4,64.0,1,445,0
2709,FR7001-426710,1,1,37,Ryanair,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Regional,2024-05-02 12:35:00,2024-05-02 13:32:00,1,12,3,5,57.0,0,419,0
2710,FR4906-778922,1,2,0,Ryanair,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Widebody,2024-09-16 09:45:00,2024-09-16 10:51:00,0,9,0,9,66.0,1,458,1
2711,BA7599-540114,0,2,0,British Airways,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Widebody,2024-05-29 07:15:00,2024-05-29 08:23:00,0,7,2,5,68.0,1,458,1
2712,U29670-079219,0,0,7,easyJet,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Narrowbody,2024-11-23 04:35:00,2024-11-23 05:13:00,0,4,5,11,38.0,0,435,0
2713,EI2771-375823,0,2,12,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Regional,2024-05-19 02:00:00,2024-05-19 03:05:00,0,2,6,5,65.0,1,400,0
2714,BA9591-500651,0,0,5,British Airways,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Widebody,2024-02-22 21:15:00,2024-02-22 21:50:00,0,21,3,2,35.0,0,419,0
2715,EI8484-552378,1,0,0,Aer Lingus,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Narrowbody,2024-10-08 14:20:00,2024-10-08 14:44:00,0,14,1,10,24.0,0,432,0
2716,EI3658-235171,0,2,3,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Widebody,2024-10-15 00:25:00,2024-10-15 01:16:00,0,0,1,10,51.0,1,435,0
2717,BA2046-439179,0,1,43,British Airways,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Widebody,2024-12-21 10:45:00,2024-12-21 12:02:00,1,10,5,12,77.0,0,458,0
2718,EI1662-916106,0,2,0,Aer Lingus,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Narrowbody,2024-09-09 07:35:00,2024-09-09 07:53:00,0,7,0,9,18.0,1,411,1
2719,EI9274-474508,0,2,25,Aer Lingus,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Narrowbody,2024-11-24 11:15:00,2024-11-24 12:22:00,1,11,6,11,67.0,1,445,0
