,flight_id,precipitation,wind,dep_delay,carrier,origin_name,origin_city,origin_country,dest_name,dest_city,dest_country,distance_km,aircraft_type,scheduled_departure
2150,U24100-007532,Light,Windy,7,easyJet,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Regional,2024-07-07 21:15:00
2151,FR2678-962495,Dry,Calm,27,Ryanair,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Widebody,2024-11-12 18:25:00
2152,EI0615-020413,Dry,Calm,0,Aer Lingus,London City Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,36,Widebody,2024-06-02 20:55:00
2153,BA2878-750618,Heavy,Calm,3,British Airways,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Regional,2024-01-20 14:26:00
2154,EI6578-904724,Dry,Calm,0,Aer Lingus,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Widebody,2024-06-18 15:03:00
2155,EI5200-821461,Dry,Very Windy,5,Aer Lingus,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Narrowbody,2024-07-17 17:04:00
2156,BA6276-663348,Light,Calm,2,British Airways,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Widebody,2024-11-12 15:24:00
2157,FR5595-894675,Moderate,Calm,0,Ryanair,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Narrowbody,2024-03-05 10:47:00
2158,FR1832-424993,Dry,Calm,35,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Narrowbody,2024-03-12 09:00:00
2159,FR9708-251580,Light,Calm,3,Ryanair,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Narrowbody,2024-07-17 07:32:00
2160,FR5297-856350,Light,Calm,0,Ryanair,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Widebody,2024-09-06 11:40:00
2161,EI5012-420363,Moderate,Breezy,11,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Regional,2024-03-05 01:16:00
2162,U20037-768487,Dry,Calm,20,easyJet,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Narrowbody,2024-03-30 10:03:00
2163,U27792-689936,Moderate,Windy,2,easyJet,Belfast International Airport,Belfast,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,176,Widebody,2024-03-05 14:43:00
2164,U21466-929935,Dry,Calm,4,easyJet,London Gatwick Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,561,Narrowbody,2024-08-19 07:43:00
2165,BA2407-697384,Dry,Breezy,6,British Airways,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Narrowbody,2024-08-16 09:03:00
2166,U23559-630035,Dry,Windy,2,easyJet,Belfast International Airport,Belfast,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,176,Regional,2024-02-12 16:26:00
2167,BA9234-553058,Dry,Breezy,0,British Airways,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Widebody,2024-03-31 12:28:00
2168,U26891-412765,Light,Calm,31,easyJet,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Narrowbody,2024-08-01 03:58:00
2169,FR1444-755334,Dry,Windy,0,Ryanair,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody,2024-11-10 13:28:00
2170,BA5974-703530,Light,Breezy,7,British Airways,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Narrowbody,2024-07-21 12:17:00
2171,FR4659-875677,Dry,Breezy,3,Ryanair,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Widebody,2024-09-04 05:18:00
2172,U25904-426962,Dry,Breezy,24,easyJet,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Narrowbody,2024-09-03 02:25:00
2173,EI3568-885107,Dry,Breezy,0,Aer Lingus,London Heathrow Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,523,Widebody,2024-11-22 09:19:00
2174,U22907-965171,Dry,Calm,0,easyJet,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Regional,2024-10-09 22:07:00
2175,FR7501-525647,Light,Breezy,0,Ryanair,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Widebody,2024-02-09 18:45:00
2176,U24932-002281,Moderate,Windy,0,easyJet,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Regional,2024-12-22 11:51:00
2177,EI4075-664301,Dry,Calm,0,Aer Lingus,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Widebody,2024-07-15 20:04:00
2178,U28009-748770,Dry,Very Windy,2,easyJet,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Regional,2024-10-16 06:29:00
2179,BA8771-624299,Heavy,Windy,19,British Airways,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Widebody,2024-12-15 08:50:00
2180,BA7082-452778,Light,Breezy,26,British Airways,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Regional,2024-03-09 05:21:00
2181,BA4350-045286,Light,Very Windy,7,British Airways,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Widebody,2024-09-13 02:01:00
2182,U28537-207709,Dry,Calm,25,easyJet,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Narrowbody,2024-04-28 03:01:00
2183,U27712-601445,Light,Windy,35,easyJet,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Regional,2024-07-04 19:17:00
2184,BA418-577965,Light,Calm,4,British Airways,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Widebody,2024-11-28 09:31:00
2185,EI9129-580582,Dry,Calm,5,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Narrowbody,2024-11-11 03:09:00
2186,EI9606-944691,Light,Breezy,6,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Narrowbody,2024-04-13 22:04:00
2187,EI2927-284186,Light,Calm,9,Aer Lingus,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Widebody,2024-01-23 07:59:00
2188,EI066-787723,Moderate,Windy,11,Aer Lingus,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Regional,2024-08-15 19:04:00
2189,BA4206-862505,Dry,Calm,0,British Airways,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Narrowbody,2024-11-30 16:07:00
2190,EI507-757449,Dry,Calm,37,Aer Lingus,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Widebody,2024-05-01 21:41:00
2191,FR3688-917372,Light,Windy,0,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Regional,2024-11-03 15:55:00
2192,EI5797-971618,Dry,Calm,2,Aer Lingus,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Regional,2024-01-22 18:07:00
2193,FR7237-560512,Dry,Windy,4,Ryanair,Dublin Airport,Dublin,Ireland,Shannon Airport,Shannon,Ireland,195,Narrowbody,2024-05-21 10:01:00
2194,EI7292-367233,Light,Windy,2,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Narrowbody,2024-05-10 08:05:00
2195,FR9040-136113,Light,Breezy,5,Ryanair,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Narrowbody,2024-04-26 12:59:00
2196,EI2766-153001,Moderate,Breezy,5,Aer Lingus,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Regional,2024-11-05 22:07:00
2197,BA9200-094571,Dry,Windy,0,British Airways,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Regional,2024-08-13 11:20:00
2198,BA2324-875514,Heavy,Breezy,28,British Airways,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Regional,2024-01-14 18:21:00
2199,EI2025-716663,Light,Windy,1,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Narrowbody,2024-01-08 18:02:00
2200,BA1977-010775,Dry,Breezy,5,British Airways,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Narrowbody,2024-03-05 14:18:00
2201,EI4308-290838,Light,Breezy,4,Aer Lingus,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Narrowbody,2024-01-12 20:54:00
2202,FR8801-830442,Dry,Breezy,4,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Narrowbody,2024-12-13 16:35:00
2203,EI7693-063382,Heavy,Windy,4,Aer Lingus,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Narrowbody,2024-01-10 17:39:00
2204,BA4639-949931,Moderate,Windy,21,British Airways,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Narrowbody,2024-06-18 08:57:00
2205,U27857-588789,Dry,Windy,2,easyJet,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Regional,2024-04-02 15:52:00
2206,EI0803-150733,Moderate,Breezy,2,Aer Lingus,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Narrowbody,2024-12-30 11:35:00
2207,U24380-133561,Dry,Calm,6,easyJet,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Narrowbody,2024-08-20 15:01:00
2208,FR0784-241724,Dry,Calm,1,Ryanair,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Regional,2024-04-29 20:43:00
2209,BA6163-612941,Dry,Calm,1,British Airways,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Narrowbody,2024-10-30 02:05:00
2210,U27256-684116,Dry,Windy,9,easyJet,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Widebody,2024-06-26 11:28:00
2211,U28474-866694,Light,Windy,29,easyJet,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Regional,2024-09-19 14:15:00
2212,BA2883-971503,Dry,Calm,10,British Airways,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Regional,2024-11-05 19:48:00
2213,FR6585-626486,Dry,Breezy,4,Ryanair,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Narrowbody,2024-12-17 20:35:00
2214,FR4825-631631,Dry,Windy,15,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Narrowbody,2024-07-24 10:26:00
2215,U29132-759813,Light,Breezy,0,easyJet,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Regional,2024-03-19 23:04:00
2216,EI7780-344516,Moderate,Breezy,1,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Regional,2024-09-06 15:41:00
2217,EI3131-124988,Moderate,Breezy,3,Aer Lingus,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Regional,2024-11-02 11:45:00
2218,U22513-563307,Dry,Calm,7,easyJet,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Widebody,2024-01-03 17:28:00
2219,U28550-012751,Light,Calm,5,easyJet,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Widebody,2024-08-28 13:28:00
2220,FR9503-255404,Dry,Breezy,1,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Narrowbody,2024-08-26 18:20:00
2221,EI9350-165087,Moderate,Windy,0,Aer Lingus,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Regional,2024-11-30 20:36:00
2222,FR9020-285742,Dry,Calm,1,Ryanair,Shannon Airport,Shannon,Ireland,Dublin Airport,Dublin,Ireland,195,Narrowbody,2024-07-23 10:11:00
2223,BA2693-633290,Heavy,Calm,6,British Airways,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Widebody,2024-09-12 02:07:00
2224,EI6382-013408,Dry,Breezy,9,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Widebody,2024-12-05 04:30:00
2225,BA5966-575772,Heavy,Windy,0,British Airways,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Regional,2024-01-06 16:55:00
2226,BA0121-128775,Light,Breezy,7,British Airways,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Regional,2024-07-30 05:55:00
2227,EI4232-551136,Moderate,Windy,27,Aer Lingus,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Widebody,2024-06-04 20:11:00
2228,BA8811-842236,Dry,Breezy,26,British Airways,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Widebody,2024-08-03 15:45:00
2229,FR1164-199258,Light,Windy,21,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Widebody,2024-03-21 19:23:00
2230,BA3188-430901,Dry,Calm,0,British Airways,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Widebody,2024-12-30 13:00:00
2231,EI8809-171573,Moderate,Breezy,8,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,London City Airport,London,United Kingdom,546,Narrowbody,2024-06-23 10:01:00
2232,FR9323-094366,Dry,Breezy,15,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Narrowbody,2024-06-06 18:48:00
2233,U20918-906356,Dry,Calm,0,easyJet,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Narrowbody,2024-04-11 04:46:00
2234,EI5938-689756,Dry,Windy,2,Aer Lingus,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Regional,2024-12-06 16:55:00
2235,BA2208-688405,Dry,Windy,27,British Airways,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody,2024-12-10 09:22:00
2236,BA5517-777900,Dry,Breezy,0,British Airways,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Regional,2024-08-14 19:16:00
2237,BA6241-763738,Light,Breezy,0,British Airways,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Widebody,2024-02-07 22:12:00
2238,FR4615-169174,Dry,Breezy,0,Ryanair,Belfast International Airport,Belfast,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,176,Widebody,2024-02-02 16:12:00
2239,EI9929-099945,Light,Very Windy,0,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Widebody,2024-03-05 17:54:00
2240,FR920-692305,Dry,Breezy,0,Ryanair,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Regional,2024-11-20 04:10:00
2241,U26862-229839,Light,Windy,0,easyJet,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Regional,2024-07-14 14:46:00
2242,U29511-349320,Dry,Calm,0,easyJet,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Regional,2024-03-08 21:32:00
2243,EI3520-678170,Light,Breezy,27,Aer Lingus,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Narrowbody,2024-05-03 20:49:00
2244,BA4436-099072,Light,Calm,8,British Airways,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Widebody,2024-08-12 04:19:00
2245,BA130-804684,Light,Calm,7,British Airways,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Narrowbody,2024-05-11 22:02:00
2246,U2144-123028,Dry,Calm,4,easyJet,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Narrowbody,2024-07-24 22:38:00
2247,U24716-609170,Dry,Windy,7,easyJet,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Narrowbody,2024-06-16 02:32:00
2248,FR1133-952272,Dry,Breezy,37,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Gatwick Airport,London,United Kingdom,561,Widebody,2024-04-06 14:00:00
2249,FR3355-542053,Moderate,Calm,34,Ryanair,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Narrowbody,2024-03-20 15:29:00
2250,BA6844-280017,Dry,Calm,0,British Airways,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Widebody,2024-10-31 22:25:00
2251,FR0616-774453,Dry,Breezy,10,Ryanair,London Heathrow Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,40,Widebody,2024-09-11 10:26:00
2252,FR8669-958804,Dry,Calm,2,Ryanair,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Narrowbody,2024-08-17 16:42:00
2253,FR9668-300961,Dry,Breezy,32,Ryanair,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Regional,2024-03-19 18:54:00
2254,U22414-289570,Dry,Calm,21,easyJet,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Widebody,2024-12-17 23:07:00
2255,FR2903-496908,Light,Very Windy,1,Ryanair,Dublin Airport,Dublin,Ireland,London Gatwick Airport,London,United Kingdom,485,Narrowbody,2024-07-29 10:11:00
2256,BA5015-918923,Dry,Calm,19,British Airways,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Widebody,2024-06-14 19:33:00
2257,BA4452-698854,Heavy,Calm,0,British Airways,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Narrowbody,2024-02-09 07:17:00
2258,BA5921-548135,Dry,Breezy,5,British Airways,Belfast International Airport,Belfast,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,176,Narrowbody,2024-06-30 20:50:00
2259,U23395-183895,Dry,Breezy,7,easyJet,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Narrowbody,2024-11-10 12:03:00
2260,BA7257-322383,Light,Calm,4,British Airways,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Narrowbody,2024-07-31 13:23:00
2261,BA0366-035073,Dry,Breezy,2,British Airways,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Widebody,2024-06-29 20:53:00
2262,BA1634-909646,Dry,Breezy,3,British Airways,Glasgow Airport,Glasgow,United Kingdom,Shannon Airport,Shannon,Ireland,457,Narrowbody,2024-11-07 16:40:00
2263,BA8797-638251,Dry,Breezy,2,British Airways,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Regional,2024-02-29 09:38:00
2264,FR2403-734540,Moderate,Calm,0,Ryanair,Glasgow Airport,Glasgow,United Kingdom,Dublin Airport,Dublin,Ireland,297,Widebody,2024-05-21 09:02:00
2265,FR9826-200991,Dry,Windy,25,Ryanair,Glasgow Airport,Glasgow,United Kingdom,London Heathrow Airport,London,United Kingdom,555,Narrowbody,2024-09-28 10:01:00
2266,EI6160-229628,Light,Windy,8,Aer Lingus,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Widebody,2024-04-09 06:12:00
2267,FR2709-295774,Dry,Very Windy,51,Ryanair,Dublin Airport,Dublin,Ireland,London Heathrow Airport,London,United Kingdom,450,Widebody,2024-12-30 08:06:00
2268,FR5838-527204,Light,Very Windy,19,Ryanair,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Regional,2024-08-13 13:19:00
2269,FR1825-464831,Dry,Very Windy,25,Ryanair,London Heathrow Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,450,Widebody,2024-03-29 15:19:00
2270,U27079-326959,Moderate,Calm,26,easyJet,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Widebody,2024-05-30 10:02:00
2271,U21419-504610,Moderate,Breezy,4,easyJet,Shannon Airport,Shannon,Ireland,Belfast International Airport,Belfast,United Kingdom,281,Regional,2024-01-27 21:59:00
2272,U26703-324177,Dry,Very Windy,9,easyJet,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Narrowbody,2024-05-04 20:55:00
2273,U29892-408047,Dry,Breezy,35,easyJet,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Narrowbody,2024-04-07 14:42:00
2274,U22194-688495,Dry,Calm,10,easyJet,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody,2024-09-25 20:59:00
2275,FR4314-753865,Light,Calm,2,Ryanair,Glasgow Airport,Glasgow,United Kingdom,London Gatwick Airport,London,United Kingdom,595,Widebody,2024-07-26 09:36:00
2276,FR452-565138,Light,Breezy,36,Ryanair,London Heathrow Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,594,Widebody,2024-04-05 05:21:00
2277,FR1869-706603,Dry,Breezy,0,Ryanair,Belfast International Airport,Belfast,United Kingdom,London Heathrow Airport,London,United Kingdom,523,Widebody,2024-06-21 17:04:00
2278,EI5824-680423,Dry,Breezy,6,Aer Lingus,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Widebody,2024-06-10 06:05:00
2279,BA8310-589429,Moderate,Breezy,1,British Airways,Glasgow Airport,Glasgow,United Kingdom,London City Airport,London,United Kingdom,568,Narrowbody,2024-08-12 10:15:00
2280,BA6793-508608,Dry,Calm,2,British Airways,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Widebody,2024-04-06 16:41:00
2281,EI9416-774655,Light,Windy,2,Aer Lingus,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Regional,2024-07-25 12:52:00
2282,FR7489-054488,Dry,Breezy,7,Ryanair,London Heathrow Airport,London,United Kingdom,London City Airport,London,United Kingdom,36,Widebody,2024-07-28 21:07:00
2283,FR2169-478006,Dry,Calm,2,Ryanair,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Widebody,2024-09-10 10:47:00
2284,FR1701-705025,Dry,Windy,0,Ryanair,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Regional,2024-10-30 11:25:00
2285,BA0113-275260,Light,Calm,3,British Airways,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Widebody,2024-09-16 18:46:00
2286,FR9549-653249,Dry,Very Windy,16,Ryanair,London City Airport,London,United Kingdom,London Gatwick Airport,London,United Kingdom,42,Regional,2024-02-23 21:51:00
2287,EI7070-497411,Moderate,Very Windy,7,Aer Lingus,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Regional,2024-09-06 11:03:00
2288,U23596-595757,Light,Windy,16,easyJet,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Narrowbody,2024-11-25 02:47:00
2289,U22455-098088,Moderate,Windy,17,easyJet,Shannon Airport,Shannon,Ireland,Glasgow Airport,Glasgow,United Kingdom,457,Widebody,2024-04-14 09:26:00
2290,U25069-693546,Moderate,Breezy,3,easyJet,London Gatwick Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,623,Narrowbody,2024-11-23 00:11:00
2291,EI8766-873120,Light,Breezy,1,Aer Lingus,London City Airport,London,United Kingdom,Shannon Airport,Shannon,Ireland,627,Narrowbody,2024-02-09 04:38:00
2292,U27719-290448,Dry,Breezy,5,easyJet,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Widebody,2024-07-03 14:28:00
2293,U24877-288679,Dry,Calm,0,easyJet,Glasgow Airport,Glasgow,United Kingdom,Belfast International Airport,Belfast,United Kingdom,176,Regional,2024-07-31 12:02:00
2294,BA9903-270305,Dry,Breezy,5,British Airways,Dublin Airport,Dublin,Ireland,Belfast International Airport,Belfast,United Kingdom,138,Narrowbody,2024-08-20 09:24:00
2295,U26748-894051,Moderate,Breezy,5,easyJet,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Widebody,2024-01-26 01:39:00
2296,BA6576-990111,Dry,Calm,4,British Airways,Dublin Airport,Dublin,Ireland,London City Airport,London,United Kingdom,478,Narrowbody,2024-11-02 07:14:00
2297,FR9620-439524,Moderate,Very Windy,41,Ryanair,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Widebody,2024-05-27 22:15:00
2298,U25450-820344,Light,Windy,25,easyJet,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Widebody,2024-09-29 15:09:00
2299,BA9788-707452,Dry,Calm,10,British Airways,London Gatwick Airport,London,United Kingdom,London City Airport,London,United Kingdom,42,Regional,2024-05-26 14:01:00
2300,U29453-086982,Moderate,Windy,18,easyJet,London Gatwick Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,595,Narrowbody,2024-07-27 12:53:00
2301,EI5715-290928,Moderate,Breezy,3,Aer Lingus,London City Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,568,Narrowbody,2024-09-09 14:13:00
2302,U20321-396314,Moderate,Calm,4,easyJet,London Heathrow Airport,London,United Kingdom,Glasgow Airport,Glasgow,United Kingdom,555,Regional,2024-09-03 20:37:00
2303,BA6231-736822,Dry,Calm,4,British Airways,Shannon Airport,Shannon,Ireland,London Gatwick Airport,London,United Kingdom,623,Regional,2024-04-10 16:54:00
2304,EI0391-567216,Dry,Windy,5,Aer Lingus,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Narrowbody,2024-10-23 13:34:00
2305,EI9679-011622,Light,Breezy,0,Aer Lingus,Shannon Airport,Shannon,Ireland,London Heathrow Airport,London,United Kingdom,594,Regional,2024-03-20 03:18:00
2306,EI4824-626093,Dry,Breezy,0,Aer Lingus,London City Airport,London,United Kingdom,Belfast International Airport,Belfast,United Kingdom,546,Regional,2024-11-11 15:43:00
2307,FR3783-813431,Light,Windy,5,Ryanair,Belfast International Airport,Belfast,United Kingdom,Dublin Airport,Dublin,Ireland,138,Regional,2024-05-11 09:37:00
2308,U23195-014422,Dry,Very Windy,6,easyJet,London Gatwick Airport,London,United Kingdom,London Heathrow Airport,London,United Kingdom,40,Narrowbody,2024-09-27 04:52:00
2309,U27488-785179,Light,Very Windy,0,easyJet,London Gatwick Airport,London,United Kingdom,Dublin Airport,Dublin,Ireland,485,Widebody,2024-12-23 22:25:00
2310,U29317-695953,Light,Breezy,0,easyJet,Dublin Airport,Dublin,Ireland,Glasgow Airport,Glasgow,United Kingdom,297,Narrowbody,2024-06-30 19:02:00
2311,U23850-918868,Light,Calm,1,easyJet,Shannon Airport,Shannon,Ireland,London City Airport,London,United Kingdom,627,Regional,2024-09-18 12:40:00
2312,U25279-156054,Heavy,Windy,23,easyJet,Belfast International Airport,Belfast,United Kingdom,Shannon Airport,Shannon,Ireland,281,Narrowbody,2024-12-22 08:27:00
